mprop_address_raw,mprop_address,standardized
"5554 S 20TH ST, MILWAUKEE, WI 53221","5554 S 20TH ST, MILWAUKEE, WI 53221",TRUE
"5554 W FOREST HOME AV, GREENFIELD, WI 53220","5554 W FOREST HOME AVE, MILWAUKEE, WI 53220",TRUE
"5554 W FOREST HOME AV, MILWAUKEE, WI 53220","5554 W FOREST HOME AVE, MILWAUKEE, WI 53220",TRUE
"5555 N 91ST ST, MILWAUKEE, WI 53225","5555 N 91ST ST, MILWAUKEE, WI 53225",TRUE
"5556 N 33RD ST, MILWAUKEE, WI 53209","5556 N 33RD ST, MILWAUKEE, WI 53209",TRUE
"5556 N 68TH ST UN 321, MILWAUKEE, WI 53218","5556 N 68TH ST, APT 321, MILWAUKEE, WI 53218",TRUE
"5556 N 68TH ST, MILWAUKEE, WI 53218","5556 N 68TH ST, MILWAUKEE, WI 53218",TRUE
"5556 ROSEWOOD AV, CUDAHY, WI 53110","5556 S ROSEWOOD AVE, CUDAHY, WI 53110",TRUE
"5558 N 31ST ST, MILWAUKEE, WI 53209","5558 N 31ST ST, MILWAUKEE, WI 53209",TRUE
"556 BOLSON DR UNIT C, OCONOMOWOC, WI 53066","556 BOLSON DR, APT C, OCONOMOWOC, WI 53066",TRUE
"5560 W BROOKLYN PL, MILWAUKEE, WI 53216","5560 W BROOKLYN PL, MILWAUKEE, WI 53216",TRUE
"5564 N 32ND ST, MILWAUKEE, WI 53209","5564 N 32ND ST, MILWAUKEE, WI 53209",TRUE
"5565 S RACINE AV, NEW BERLIN, WI 53146","5565 S RACINE AVE, NEW BERLIN, WI 53146",TRUE
"5566 W BROOKLYN PL, MILWAUKEE, WI 53216","5566 W BROOKLYN PL, MILWAUKEE, WI 53216",TRUE
"5567 N 74TH ST, MILWAUKEE, WI 53218","5567 N 74TH ST, MILWAUKEE, WI 53218",TRUE
"5568 JACQUELINE DR, WEST BEND, WI 53095","5568 JACQUELINE DR, WEST BEND, WI 53095",TRUE
"5568 N 36TH ST, MILWAUKEE, WI 53209","5568 N 36TH ST, MILWAUKEE, WI 53209",TRUE
"557 W CALUMET RD, GLENDALE, WI 53217","557 W CALUMET RD, MILWAUKEE, WI 53217",TRUE
"5570 W ROOSEVELT DR, MILWAUKEE, WI 53216","5570 W ROOSEVELT DR, MILWAUKEE, WI 53216",TRUE
"5572 S ELAINE AV, CUDAHY, WI 53110","5572 S ELAINE AVE, CUDAHY, WI 53110",TRUE
"5572 S O BRIEN AV, CUDAHY, WI 53110","5572 S O BRIEN AVE, CUDAHY, WI 53110",TRUE
"5574 S 26TH ST, MILWAUKEE, WI 53221","5574 S 26TH ST, MILWAUKEE, WI 53221",TRUE
"5574 S LORENE AV, MILWAUKEE, WI 53221","5574 S LORENE AVE, MILWAUKEE, WI 53221",TRUE
"5575 DANUBE ST, DENVER, CO 80249","5575 N DANUBE ST, DENVER, CO 80249",TRUE
"5575 S 23RD ST, MILWAUKEE, WI 53221","5575 S 23RD ST, MILWAUKEE, WI 53221",TRUE
"5575 W BROOKLYN PL, MILWAUKEE, WI 53216","5575 W BROOKLYN PL, MILWAUKEE, WI 53216",TRUE
"5579 W JOLENO LA, BROWN DEER, WI 53223","5579 W JOLENO LN, MILWAUKEE, WI 53223",TRUE
"558 BROWNING ST, UPLAND, CA 91784","558 BROWNING ST, UPLAND, CA 91784",TRUE
"558 NW MITCHELL CT, CAMAS, WA 98607","558 NW MITCHELL CT, CAMAS, WA 98607",TRUE
"5583 GRANDVIEW DR, GREENDALE, WI 53129","5583 GRANDVIEW DR, GREENDALE, WI 53129",TRUE
"5586 S 25TH ST, MILWAUKEE, WI 53221","5586 S 25TH ST, MILWAUKEE, WI 53221",TRUE
"5589 N ECHO LA, MERCER, WI 54547","5589N ECHO LN, MERCER, WI 54547",TRUE
"559 W WISCONSIN AV, PEWAUKEE, WI 53072","559 W WISCONSIN AVE, PEWAUKEE, WI 53072",TRUE
"5590 APPLE CT, GREENDALE, WI 53129","5590 APPLE CT, GREENDALE, WI 53129",TRUE
"5590 DARBY CV E, HORN LAKE, MS 38637","5590 DARBY CV E, HORN LAKE, MS 38637",TRUE
"5590 N BERKELEY BL, WHITEFISH BAY, WI 53217","5590 N BERKELEY BLVD, MILWAUKEE, WI 53217",TRUE
"5594 S KENTON CT, ENGLEWOOD, CO 80111","5594 S KENTON CT, ENGLEWOOD, CO 80111",TRUE
"5595 S 25TH ST, MILWAUKEE, WI 53221","5595 S 25TH ST, MILWAUKEE, WI 53221",TRUE
"5597 REDFOX RD, NEW BERLIN, WI 53151","5597 S RED FOX RD, NEW BERLIN, WI 53151",TRUE
"56 SUZANNE DR UNIT 111, SPRING VALLEY, NY 10977","56 SUZANNE DR, UNIT 111, SPRING VALLEY, NY 10977",TRUE
"560 LINCOLN AV, LOS ALTOS, CA 94022","560 LINCOLN AVE, LOS ALTOS, CA 94022",TRUE
"560 N 108TH PL, WAUWATOSA, WI 53226","560 N 108TH PL, MILWAUKEE, WI 53226",TRUE
"5600 GRANINTE PK VII, PLANO, TX 75024","5600 GRANINTE PK VII, PLANO, TX 75024",FALSE
"5600 GRANITE PK BLDG VI, PLANO, TX 75024","5600 GRANITE PKWY, BLDG VI, PLANO, TX 75024",TRUE
"5600 GRANITE PK VII ATTN:, PLANO, TX 75024","5600 GRANITE PKWY, PLANO, TX 75024",TRUE
"5600 GRANITE PK VII, PLANO, TX 75024","5600 GRANITE PKWY, PLANO, TX 75024",TRUE
"5600 GRANITE PRKWY VII, PLANO, TX 75024","5600 GRANITE PRKWY VII, PLANO, TX 75024",FALSE
"5600 N LAKE DR UNIT 302, WHITEFISH BAY, WI 53217","5600 N LAKE DR, UNIT 302, MILWAUKEE, WI 53217",TRUE
"5600 N STANTON DR, GLENDALE, WI 53209","5600 N STANTON DR, MILWAUKEE, WI 53209",TRUE
"5600 S 23RD ST, MILWAUKEE, WI 53221","5600 S 23RD ST, MILWAUKEE, WI 53221",TRUE
"5600 S 24 ST, MILWAUKEE, WI 53221","5600 S 24TH ST, MILWAUKEE, WI 53221",TRUE
"5600 W BROWN DEER RD 107, BROWN DEER, WI 53223","5600 W BROWN DEER RD, STE 107, MILWAUKEE, WI 53223",TRUE
"5600 W BROWN DEER RD G5, BROWN DEER, WI 53223","5600 W BROWN DEER RD, STE G5, MILWAUKEE, WI 53223",TRUE
"5600 W BROWN DEER RD SUITE 107, BROWN DEER, WI 53223","5600 W BROWN DEER RD, STE 107, MILWAUKEE, WI 53223",TRUE
"5600 W BROWN DEER RD SUITE 207, MILWAUKEE, WI 53223","5600 W BROWN DEER RD, STE 207, MILWAUKEE, WI 53223",TRUE
"5600 W BROWN DEER RD SUITE G5, BROWN DEER, WI 53223","5600 W BROWN DEER RD, STE G5, MILWAUKEE, WI 53223",TRUE
"5600 W BROWN DEER RD, BROWN DEER, WI 53223","5600 W BROWN DEER RD, MILWAUKEE, WI 53223",TRUE
"5601 S 121ST ST, HALES CORNER, WI 53130","5601 S 121ST ST, HALES CORNERS, WI 53130",TRUE
"5601 W ANDOVER RD, MILWAUKEE, WI 53219","5601 W ANDOVER RD, MILWAUKEE, WI 53219",TRUE
"5601 W CONGRESS ST, MIWLAUKEE, WI 53218","5601 W CONGRESS ST, MILWAUKEE, WI 53218",TRUE
"5601 W NORTH AV, MILWAUKEE, WI 53207","5601 W NORTH AVE, MILWAUKEE, WI 53208",TRUE
"5601 W NORTH AV, MILWAUKEE, WI 53208","5601 W NORTH AVE, MILWAUKEE, WI 53208",TRUE
"5602 CANYON FOREST DR, HOUSTON, TX 77088","5602 CANYON FOREST DR, HOUSTON, TX 77088",TRUE
"5602 OAK VALLEY DR, MADISON, WI 53704","5602 OAK VALLEY DR, MADISON, WI 53704",FALSE
"5602 S 25TH ST, MILWAUKEE, WI 53221","5602 S 25TH ST, MILWAUKEE, WI 53221",TRUE
"5602 W ROOSEVELT DR, MILWAUKEE, WI 53216","5602 W ROOSEVELT DR, MILWAUKEE, WI 53216",TRUE
"5603 S 56TH ST, WEST ALLIS, WI 53219","5603 S 56TH ST, WEST ALLIS, WI 53219",FALSE
"5604 W VIENNA AV, MILWAUKEE, WI 53216","5604 W VIENNA AVE, MILWAUKEE, WI 53216",TRUE
"5605 FRAIRS RD 277, SAN DIEGO, CA 92110","5605 FRIARS RD, UNIT 277, SAN DIEGO, CA 92110",TRUE
"5605 FRAIRS RD UNIT 277, SAN DIEGO, CA 92110","5605 FRIARS RD, UNIT 277, SAN DIEGO, CA 92110",TRUE
"5605 FRIARS RD UN 227, SAN DIEGO, CA 92110","5605 FRIARS RD 227, SAN DIEGO, CA 92110",TRUE
"5605 FRIARS RD UN 277, SAN DIEGO, CA 92110","5605 FRIARS RD, UNIT 277, SAN DIEGO, CA 92110",TRUE
"5605 FRIARS RD UNIT 277, SAN DIEGO, CA 92110","5605 FRIARS RD, UNIT 277, SAN DIEGO, CA 92110",TRUE
"5605 FRIARS RD, SAN DIEGO, CA 92110","5605 FRIARS RD, SAN DIEGO, CA 92110",TRUE
"5605 W GREEN TREE RD, MILWAUKEE, WI 53223","5605 W GREEN TREE RD, MILWAUKEE, WI 53223",TRUE
"5605 WASHINGTON AV SUITE 5, RACINE, WI 53406","5605 WASHINGTON AVE, STE 5, MOUNT PLEASANT, WI 53406",TRUE
"5608 SALTZMANN DR, WATERFORD, WI 53185","5608 SALTZMANN DR, WATERFORD, WI 53185",TRUE
"5609 HARBOUR CR, CAPE CORAL, FL 33914","5609 HARBOUR CIR, CAPE CORAL, FL 33914",TRUE
"5609 W ELDERBERRY CT, MEQUON, WI 53092","5609 ELDERBERRY CT, MEQUON, WI 53092",TRUE
"5609 W HAYES AV, WEST ALLIS, WI 53219","5609 W HAYES AVE, MILWAUKEE, WI 53219",TRUE
"561 COLUMBINE AV, GOLDEN, CO 80401","561 COLUMBINE AVE, GOLDEN, CO 80401",TRUE
"561 E ARTHUR DR, OAK CREEK, WI 53154","561 E ARTHUR DR, OAK CREEK, WI 53154",TRUE
"561 N 62ND ST, WAUWATOSA, WI 53213","561 N 62ND ST, MILWAUKEE, WI 53213",TRUE
"5610 WESTBURY PL, MADISON, WI 53711","5610 WESTBURY PL, MADISON, WI 53711",TRUE
"5611 S 22ND ST, MILWAUKEE, WI 53221","5611 S 22ND ST, MILWAUKEE, WI 53221",TRUE
"5611 W KEEFE AV, MILWAUKEE, WI 53206","5611 W KEEFE AVE, MILWAUKEE, WI 53216",TRUE
"5612 ARUNDEL DR, ORLANDO, FL 32808","5612 ARUNDEL DR, ORLANDO, FL 32808",TRUE
"5612 W AUER AV, MILWAUKEE, WI 53216","5612 W AUER AVE, MILWAUKEE, WI 53216",TRUE
"5614 COMANCHE AV, WOODLAND HIILS, CA 91367","5614 COMANCHE AVE, WOODLAND HILLS, CA 91367",TRUE
"5614 COMANCHE AV, WOODLAND HILLS, CA 91367","5614 COMANCHE AVE, WOODLAND HILLS, CA 91367",TRUE
"5614 MENDOTA DR, MIDDLETON, WI 53562","5614 MENDOTA DR, MIDDLETON, WI 53562",TRUE
"5615 S LOCHLEVEN LA, NEW BERLIN, WI 53146","5615 S LOCHLEVEN LN, NEW BERLIN, WI 53146",TRUE
"5615 SOUTH 42ND ST, GREENFIELD, WI 53221","5615 S 42ND ST, MILWAUKEE, WI 53221",TRUE
"5615 SOUTH LOCHLEVEN LA, NEW BERLIN, WI 53146","5615 S LOCHLEVEN LN, NEW BERLIN, WI 53146",TRUE
"5616 W EDEN PL, MILWAUKEE, WI 53220","5616 W EDEN PL, MILWAUKEE, WI 53220",FALSE
"5616 W HADLEY ST, MILWAUKEE, WI 53210","5616 W HADLEY ST, MILWAUKEE, WI 53210",TRUE
"5616 W RODER CT, MILWAUKEE, WI 53208","5616 W RODER CT, MILWAUKEE, WI 53208",TRUE
"5617 S SWIFT AV, CUDAHY, WI 53110","5617 S SWIFT AVE, CUDAHY, WI 53110",TRUE
"5617 W MELVINA, MILWAUKEE, WI 53216","5617 W MELVINA ST, MILWAUKEE, WI 53216",TRUE
"5618 S ILLINOIS AV, CUDAHY, WI 53110","5618 S ILLINOIS AVE, CUDAHY, WI 53110",TRUE
"5618 W MELVINA ST, MILWAUKEE, WI 53216","5618 W MELVINA ST, MILWAUKEE, WI 53216",TRUE
"5618 W MELVINA, MILWAUKEE, WI 53216","5618 W MELVINA ST, MILWAUKEE, WI 53216",TRUE
"5619 N 36TH ST, MILWAUKEE, WI 53209","5619 N 36TH ST, MILWAUKEE, WI 53209",TRUE
"5619 N SERVITE DR UNIT 214, MILWAUKEE, WI 53223","5619 N SERVITE DR UNIT 214, MILWAUKEE, WI 53223",FALSE
"5619 S 33RD ST, MILWAUKEE, WI 53221","5619 S 33RD ST, MILWAUKEE, WI 53221",TRUE
"5620 N MOHAWK AV, GLENDALE, WI 53217","5620 N MOHAWK AV, GLENDALE, WI 53217",FALSE
"5620 S 25TH ST, MILWAUKEE, WI 53221","5620 S 25TH ST, MILWAUKEE, WI 53221",TRUE
"5621 9TH ST NW, WASHINGTON, DC 20011","5621 9TH ST NW, WASHINGTON, DC 20011",TRUE
"5621 W COLDSPRING RD, GREENFIELD, WI 53220","5621 W COLDSPRING RD, MILWAUKEE, WI 53220",TRUE
"5622 GATEWOOD LA, GREENDALE, WI 53129","5622 GATEWOOD LN, GREENDALE, WI 53129",TRUE
"5622 W MILL RD, MILWAUKEE, WI 53218","5622 W MILL RD, MILWAUKEE, WI 53218",TRUE
"5623 W BURNHAM ST, MILWAUKEE, WI 53219","5623 W BURNHAM ST, MILWAUKEE, WI 53219",TRUE
"5623 W BURNHAM ST, WEST ALLIS, WI 53219","5623 W BURNHAM ST, MILWAUKEE, WI 53219",TRUE
"5623 W LUEBBE LA, MILWAUKEE, WI 53223","5623 W LUEBBE LN, MILWAUKEE, WI 53223",TRUE
"5623 W SILVER SPRING DR, MILWAUKEE, WI 53218","5623 W SILVER SPRING DR, MILWAUKEE, WI 53218",TRUE
"5624 N 27TH ST, MILWAUKEE, WI 53209","5624 N 27TH ST, MILWAUKEE, WI 53209",TRUE
"5624 N 74TH ST, MILWAUKEE, WI 53218","5624 N 74TH ST, MILWAUKEE, WI 53218",TRUE
"5624 W LUEBBE LA, MILWAUKEE, WI 53223","5624 W LUEBBE LN, MILWAUKEE, WI 53223",TRUE
"5624 W MITCHELL ST, WEST ALLIS, WI 53214","5624 W MITCHELL ST, MILWAUKEE, WI 53214",TRUE
"5625 CRESCENT PARK WEST 401, PLAYA VISTA, 90094","5625 S CRESCENT PARK W, APT 401, PLAYA VISTA, CA 90094",TRUE
"5625 CRESCENT PARK WEST, LOS ANGELES, CA 90094","5625 S CRESCENT PARK W, PLAYA VISTA, CA 90094",TRUE
"5625 N 38 ST, MILWAUKEE, WI 53209","5625 N 38TH ST, MILWAUKEE, WI 53209",TRUE
"5625 N 38TH ST, MILWAUKEE, WI 53209","5625 N 38TH ST, MILWAUKEE, WI 53209",TRUE
"5625 W PHILIP PL, MILWAUKEE, WI 53216","5625 W PHILIP PL, MILWAUKEE, WI 53216",TRUE
"5625 W WAHNER AV, BROWN DEER, WI 53223","5625 W WAHNER AVE, MILWAUKEE, WI 53223",TRUE
"5627 ACORN TRAIL, RACINE, WI 53402","5627 ACORN TRL, CALEDONIA, WI 53402",TRUE
"5627 ACORN TRL, RACINE, WI 53402","5627 ACORN TRL, CALEDONIA, WI 53402",TRUE
"5627 S 30TH ST, MILWAUKEE, WI 53221","5627 S 30TH ST, MILWAUKEE, WI 53221",TRUE
"5628 W VLIET ST, MILWAUKEE, WI 53208","5628 W VLIET ST, MILWAUKEE, WI 53208",TRUE
"5629 DEXTER AV, GLENDALE, WI 53209","5629 N DEXTER AVE, MILWAUKEE, WI 53209",TRUE
"5629 W LINCOLN CREEK DR, MILWAUKEE, WI 53209","5629 W LINCOLN AVE, MILWAUKEE, WI 53219",TRUE
"563 ADRIATIC CT, SAN RAMON, CA 94582","563 ADRIATIC CT, SAN RAMON, CA 94582",TRUE
"563 S OAK PARK CT, MILWAUKEE, WI 53214","563 S OAK PARK CT, MILWAUKEE, WI 53214",TRUE
"5631 N 38TH ST, MILWAUKEE, WI 53209","5631 N 38TH ST, MILWAUKEE, WI 53209",TRUE
"5631 W CAPITOL DR, MILWAUKEE, WI 53216","5631 W CAPITOL DR, MILWAUKEE, WI 53216",TRUE
"5632 CEDAR BEACH LA, BELGIUM, WI 53211","5632 CEDAR BEACH LA, BELGIUM, WI 53211",FALSE
"5632 S 104TH ST, HALES CORNERS, WI 53130","5632 S 104TH ST, HALES CORNERS, WI 53130",TRUE
"5633 W MELVINA ST, MILWAUKEE, WI 53216","5633 W MELVINA ST, MILWAUKEE, WI 53216",TRUE
"5633 W VICTOR LA, LIBERTYVILLE, IL 60048","5633 W VICTOR LN, LIBERTYVILLE, IL 60048",TRUE
"5634 GRANDVIEW DR, GREENDALE, WI 53129","5634 GRANDVIEW DR, GREENDALE, WI 53129",TRUE
"5634 MCFARLANE RD, SEBASTOPOL, CA 95472","5634 MCFARLANE RD, SEBASTOPOL, CA 95472",TRUE
"5634 S 33RD ST, MILWAUKEE, WI 53221","5634 S 33RD ST, MILWAUKEE, WI 53221",TRUE
"5634 W BROOKLYN PL, MILWAUKEE, WI 53216","5634 W BROOKLYN PL, MILWAUKEE, WI 53216",TRUE
"5634 WIND DANCER CT, SHEBOYGAN, WI 53081","5634 WIND DANCER CT, SHEBOYGAN, WI 53081",TRUE
"5635 N 37TH ST, MILWAUKEE, WI 53209","5635 N 37TH ST, MILWAUKEE, WI 53209",TRUE
"5635 S 45TH ST, GREENFIELD, WI 53220","5635 S 45TH ST, MILWAUKEE, WI 53220",TRUE
"5635 S 45TH ST, MILWAUKEE, WI 53220","5635 S 45TH ST, MILWAUKEE, WI 53220",TRUE
"5635 W DOUGLAS AV, MILWAUKEE, WI 53218","5635 W DOUGLAS AVE, MILWAUKEE, WI 53218",TRUE
"5636 S 43RD ST, GREENFIELD, WI 53220","5636 S 43RD ST, MILWAUKEE, WI 53220",TRUE
"5636 WARWICK DR, JACKSON, MS 39211","5636 WARWICK DR, JACKSON, MS 39211",TRUE
"5636 WESTWAY, GREENDALE, WI 53129","5636 WESTWAY, GREENDALE, WI 53129",TRUE
"5639 BLUE MOUNTAIN RD, WILSEYVILLE, CA 95257","5639 BLUE MOUNTAIN RD, WILSEYVILLE, CA 95257",TRUE
"564 LINCOLN ST, PALMYRA, WI 53227","564 LINCOLN ST, PALMYRA, WI 53156",TRUE
"564 PROVIDENT AV, WINNETKA, IL 60093","564 PROVIDENT AVE, WINNETKA, IL 60093",TRUE
"5640 45TH AV SW, SEATTLE, WA 98136","5640 45TH AVE SW, SEATTLE, WA 98136",TRUE
"5640 S 116TH ST, HALES CORNERS, WI 53130","5640 S 116TH ST, HALES CORNERS, WI 53130",TRUE
"5640 S 13TH ST, MILWAUKEE, WI 53221","5640 S 13TH ST, MILWAUKEE, WI 53221",TRUE
"5640 S 29TH ST, MILWAUKEE, WI 53221","5640 S 29TH ST, MILWAUKEE, WI 53221",TRUE
"5640 W ANDOVER RD, MILWAUKEE, WI 53219","5640 W ANDOVER RD, MILWAUKEE, WI 53219",TRUE
"5641 N 73RD ST, MILWAUKEE, WI 53218","5641 N 73RD ST, MILWAUKEE, WI 53218",TRUE
"5641 N 93RD ST, MILWAUKEE, WI 53209","5641 N 93RD ST, MILWAUKEE, WI 53225",TRUE
"5641 S MONACO PL, HALES CORNERS, WI 53130","5641 S MONACO PL, HALES CORNERS, WI 53130",TRUE
"5643 N 36TH ST, MILWAUKEE, WI 53209","5643 N 36TH ST, MILWAUKEE, WI 53209",TRUE
"5643 N 40TH ST, MILWAUKEE, WI 53209","5643 N 40TH ST, MILWAUKEE, WI 53209",TRUE
"5643 N 58TH ST, MILWAUKEE, WI 53218","5643 N 58TH ST, MILWAUKEE, WI 53218",TRUE
"5643 N CAVE POINT DR, STURGEON BAY, WI 54235","5643 N CAVE POINT DR, STURGEON BAY, WI 54235",TRUE
"5646 N 86TH ST, MILWAUKEE, WI 53225","5646 N 86TH ST, MILWAUKEE, WI 53225",TRUE
"5646 S 29TH ST, MILWAUKEE, WI 53221","5646 S 29TH ST, MILWAUKEE, WI 53221",TRUE
"5647 N 39TH ST, MILWAUKEE, WI 53209","5647 N 39TH ST, MILWAUKEE, WI 53209",TRUE
"5647 N 89TH ST, MILWAUKEE, WI 53225","5647 N 89TH ST, MILWAUKEE, WI 53225",TRUE
"5648 N 68TH ST, MILWAUKEE, WI 53218","5648 N 68TH ST, MILWAUKEE, WI 53218",TRUE
"5648 RICHWOOD LA, RACINE, WI 53403","5648 RICHWOOD LN, CALEDONIA, WI 53402",TRUE
"5649 OXFORD DR, GREENDALE, WI 53129","5649 OXFORD DR, GREENDALE, WI 53129",TRUE
"565 SUNRISE AV, LOMIRA, WI 53048","565 SUNRISE AVE, LOMIRA, WI 53048",TRUE
"565 W ROGERS ST, MILWAUKEE, WI 53204","565 W ROGERS ST, MILWAUKEE, WI 53204",TRUE
"565 W ROGERS ST, MILWAUKEE, WI 53215","565 W ROGERS ST, MILWAUKEE, WI 53204",TRUE
"565 WERNER DR, KEWASKUM, WI 53040","565 WERNER DR, KEWASKUM, WI 53040",TRUE
"5650 N 86TH ST, MILWAUKEE, WI 53225","5650 N 86TH ST, MILWAUKEE, WI 53225",TRUE
"5651 N LYDELL AV UNIT 17053, MILWAUKEE, WI 53217","5651 N LYDELL AVE, UNIT 17053, MILWAUKEE, WI 53217",TRUE
"5651 N LYDELL AVE170102, GLENDALE, WI 53217","5651 N LYDELL AVE, MILWAUKEE, WI 53217",TRUE
"5654 W 10TH PL, LAKEWOOD, CO 80214","5654 W 10TH PL, LAKEWOOD, CO 80214",TRUE
"5655 S 30TH ST, MILWAUKEE, WI 53221","5655 S 30TH ST, MILWAUKEE, WI 53221",TRUE
"5656 S PACKARD AV, CUDAHY, WI 53110","5656 S PACKARD AVE, CUDAHY, WI 53110",TRUE
"5657 N 70TH ST, MILWAUKEE, WI 53218","5657 N 70TH ST, MILWAUKEE, WI 53218",TRUE
"5657 S 92ND ST, HALES CORNERS, WI 53130","5657 S 92ND ST, HALES CORNERS, WI 53130",TRUE
"5657 S MELINDA ST, MILWAUKEE, WI 53221","5657 S MELINDA ST, MILWAUKEE, WI 53221",TRUE
"5657 W GREEN BROOK DR, MILWAUKEE, WI 53223","5657 W GREEN BROOK DR, MILWAUKEE, WI 53223",TRUE
"5657 W GREEN BROOK RD, MILWAUKEE, WI 53223","5657 W GREEN BROOK DR, MILWAUKEE, WI 53223",TRUE
"566 FISH AV, OXFORD, WI 53952","566 FISH AVE, OXFORD, WI 53952",TRUE
"566 MORRIS ST, FOND DU LAC, WI 54935","566 MORRIS ST, FOND DU LAC, WI 54935",TRUE
"566 PIONEER RD, CEDARBURG, WI 53012","566 PIONEER RD, CEDARBURG, WI 53012",TRUE
"566 W LAKE ST SUITE 400, CHICAGO, IL 60661","566 W LAKE ST, STE 400, CHICAGO, IL 60661",TRUE
"566 W LAKE ST UN 400, CHICAGO, IL 60661","566 W LAKE ST, STE 400, CHICAGO, IL 60661",TRUE
"5660 N 43RD ST, MILWAUKEE, WI 53209","5660 N 43RD ST, MILWAUKEE, WI 53209",TRUE
"5660 S NICHOLSON AV, CUDAHY, WI 53110","5660 S NICHOLSON AVE, CUDAHY, WI 53110",TRUE
"5660 W SILVERLEAF LA, MILWAUKEE, WI 53223","5660 W SILVERLEAF LN, MILWAUKEE, WI 53223",TRUE
"5661 BETHMAUR LA, GLENDALE, WI 53209","5661 N BETHMAUR LN, MILWAUKEE, WI 53209",TRUE
"5661 HURFORD CT, AGOURA HILLS, CA 91301","5661 HURFORD CT, AGOURA HILLS, CA 91301",TRUE
"5661 N BETHMAUR LA, GLENDALE, WI 53209","5661 N BETHMAUR LN, MILWAUKEE, WI 53209",TRUE
"5663 N 79TH ST, MILWAUKEE, WI 53218","5663 N 79TH ST, MILWAUKEE, WI 53218",TRUE
"5663 N 93RD ST, MILWAUKEE, WI 53225","5663 N 93RD ST, MILWAUKEE, WI 53225",TRUE
"5664 S LORENE AV, MILWAUKEE, WI 53221","5664 S LORENE AVE, MILWAUKEE, WI 53221",TRUE
"5665 W WILSHIRE1293, LOS ANGELES, CA 90036","5665 W WILSHIRE1293, LOS ANGELES, CA 90036",FALSE
"5666 N 60TH ST, MILWAUKEE, WI 53218","5666 N 60TH ST, MILWAUKEE, WI 53218",TRUE
"5667 N 57TH ST, MILWAUKEE, WI 53218","5667 N 57TH ST, MILWAUKEE, WI 53218",TRUE
"5667 WOODREED LA, JOHNSTON, IA 50131","5667 WOODREED LN, JOHNSTON, IA 50131",TRUE
"5669 N CRESTWOOD BL, GLENDALE, WI 53209","5669 N CRESTWOOD BLVD, MILWAUKEE, WI 53209",TRUE
"567 JOHNSON DR, LAVON, TX 75166","567 JOHNSON DR, LAVON, TX 75166",TRUE
"5670 N 94TH ST, MILWAUKEE, WI 53225","5670 N 94TH ST, MILWAUKEE, WI 53225",TRUE
"5671 N 98TH ST, MILWAUKEE, WI 53225","5671 N 98TH ST, MILWAUKEE, WI 53225",TRUE
"5678 SHAMROCK LA, HUBERTUS, WI 53033","5678 SHAMROCK LN, HUBERTUS, WI 53033",TRUE
"5678 W BROWN DEER RD 2, BROWN DEER, WI 53233","5678 W BROWN DEER RD, STE 2, MILWAUKEE, WI 53223",TRUE
"5678 W BROWN DEER RD 200, BROWN DEER, WI 53223","5678 W BROWN DEER RD, STE 200, MILWAUKEE, WI 53223",TRUE
"5678 W BROWN DEER RD SUITE 2, MILWAUKEE, WI 53223","5678 W BROWN DEER RD, STE 2, MILWAUKEE, WI 53223",TRUE
"5678 W BROWN DEER RD, BROWN DEER, WI 53223","5678 W BROWN DEER RD, MILWAUKEE, WI 53223",TRUE
"5679 N 27TH ST, MILWAUKEE, WI 53209","5679 N 27TH ST, MILWAUKEE, WI 53209",TRUE
"5679 N BETHMAUR LA, GLENDALE, WI 53209","5679 N BETHMAUR LN, MILWAUKEE, WI 53209",TRUE
"5679 N BETHMAUR LA, MILWAUKEE, WI 53209","5679 N BETHMAUR LN, MILWAUKEE, WI 53209",TRUE
"5680 GOLDEN RAIN CT, NEW BERLIN, WI 53151","5680 GOLDEN RAIN CT, NEW BERLIN, WI 53151",TRUE
"5680 N 58TH ST, MILWAUKEE, WI 53218","5680 N 58TH ST, MILWAUKEE, WI 53218",TRUE
"5680 N 84TH ST, MILWAUKEE, WI 53225","5680 N 84TH ST, MILWAUKEE, WI 53225",TRUE
"5680 SEA GRASS LA, NAPLES, FL 34116","5680 SEA GRASS LN, NAPLES, FL 34116",TRUE
"5681 N 89TH ST, MILWAUKEE, WI 53225","5681 N 89TH ST, MILWAUKEE, WI 53225",TRUE
"5684 N SHORE DR, MILWAUKEE, WI 53217","5684 N SHORE DR, MILWAUKEE, WI 53217",TRUE
"5684 S MEADOW PARK DR, HALES CORNERS, WI 53130","5684 S MEADOW PARK DR, HALES CORNERS, WI 53130",TRUE
"5686 N 82ND ST, MILWAUKEE, WI 53218","5686 N 82ND ST, MILWAUKEE, WI 53218",FALSE
"5686 S 22ND ST, MILWAUKEE, WI 53221","5686 S 22ND ST, MILWAUKEE, WI 53221",TRUE
"5695 JUBILANT DR, REX, GA 30273","5695 JUBILANT DR, REX, GA 30273",TRUE
"5695 MAYMONT LA, DUBLIN, CA 94568","5695 MAYMONT LN, DUBLIN, CA 94568",TRUE
"5695 N 39TH ST, MILWAUKEE, WI 53209","5695 N 39TH ST, MILWAUKEE, WI 53209",TRUE
"5696 S LORENE AV, MILWAUKEE, WI 53221","5696 S LORENE AVE, MILWAUKEE, WI 53221",TRUE
"5697 N 36TH ST, MILWAUKEE, WI 53209","5697 N 36TH ST, MILWAUKEE, WI 53209",TRUE
