TAXKEY,residential_units,commercial_units
3020122000,1,0
5330786000,1,0
2440634000,2,0
2250816000,1,0
3611257000,0,0
3050653000,2,0
0840305000,1,0
5810810000,1,0
1439978212,1,0
2110810000,1,0
7160094000,1,0
4990753200,2,0
3141262000,1,0
3161266000,1,0
2149918100,0,0
3850605100,1,0
5139959100,0,1
1940544000,1,0
5001307000,3,0
5490184000,1,0
2611374000,1,0
3180060000,1,0
2440695000,2,0
3611570100,0,0
5700103000,1,0
4331981000,2,0
4970312000,2,0
5320361000,1,0
6690407000,1,0
2610471000,1,0
5130427000,1,0
5710123000,1,0
4060724000,1,0
3891150000,1,0
3349992000,1,0
4340815000,1,0
3071142000,2,0
4990008000,1,0
4911002000,1,0
5821103000,1,0
6240403000,1,0
1370133000,1,0
1870017000,1,0
4070663000,1,0
4350627000,1,0
1920189000,1,0
2260584000,1,0
2281401000,1,0
4061041000,1,0
4710903000,2,0
3891709000,0,0
3250615000,1,0
2850105000,1,0
5519968000,1,0
1700022000,1,0
1160008000,1,0
3131379100,2,0
3271843000,1,0
2870312000,1,0
3670222000,2,0
2721109000,2,0
3890735000,5,0
1741030000,2,0
1950337000,2,0
3270949120,0,0
5390432000,1,0
3651454000,1,0
4970024000,0,0
1909699000,1,0
3230527000,2,0
5120724000,1,0
6440603000,1,0
2690412000,1,0
4061352000,1,0
2660196000,1,0
1760537000,1,0
1740758000,2,0
2841311000,8,0
3090242000,0,0
3140921000,2,0
4331942000,2,0
3140015000,2,0
4581238000,1,0
5270263000,1,0
3481673000,1,0
1520410000,6,0
3530344100,0,0
4350744000,2,0
2111056000,1,0
2240141000,1,0
2710790000,1,0
1779981210,0,2
3020869000,1,0
2300341200,0,0
1580366000,1,0
2850846100,2,0
3490229000,2,0
4060967000,1,0
2120279110,0,0
2731769000,2,0
3660116100,2,0
6670015000,4,0
2140306000,1,0
3122402000,0,2
2670154000,1,0
4611133000,2,0
3661001000,2,0
5259836211,1,0
4050408000,2,0
4961929000,1,0
4311100100,0,1
5740215000,1,0
2120050000,1,0
2290732000,1,0
4702040000,1,0
1100331000,1,0
2440318000,2,0
4050797000,1,0
2840323100,1,0
2920533000,2,0
4350768000,1,0
5050121000,1,0
5360561000,2,0
5510132000,2,0
1719888000,1,0
1580228000,1,0
1539993210,0,1
3280706000,1,0
1580462000,0,5
2701899000,1,0
2812301000,2,0
3061256000,2,0
5030992000,2,0
2881040000,2,0
4050782000,2,0
4601804000,1,0
4670945114,1,0
4210274000,1,0
3540552000,4,0
5260002000,1,0
4970998000,3,0
4690697000,1,0
5939975000,1,0
4920509000,1,0
1040052000,1,0
2700245000,1,0
5780312000,4,0
1170163000,1,0
2920143000,1,0
3121316000,0,0
5139996000,1,0
1220225100,1,0
1450201000,8,0
3100265000,1,0
3680502000,1,0
2640187000,1,0
5051153000,1,0
6699958100,1,0
0840050000,1,0
3040153000,1,0
6900982000,1,0
6239983000,1,0
5480826000,1,0
1509899110,1,0
3070224000,1,0
5110518000,2,0
2179982100,0,0
1690006000,0,0
3140852000,1,0
1170486000,1,0
2821213110,2,0
5350347000,2,0
4591403000,2,0
2110005000,1,0
5530362000,2,0
2630514000,1,0
3020330000,4,0
0840054000,1,0
1480173000,1,0
2660429000,2,0
3050628000,1,0
5401147000,1,0
5710534000,1,0
6680024000,1,0
3123323000,2,0
1850266000,1,0
5369999300,0,0
3070918000,1,0
3130525000,2,0
2080677000,1,0
1930116000,2,0
3020584000,1,0
5970174000,3,0
2510499000,1,0
3661515000,0,0
3211602000,2,0
3250351100,1,0
3610276000,0,1
4901188000,1,0
5400437100,1,0
4060547000,1,0
4970658000,2,0
4601642000,0,0
3481314000,2,0
3540601000,0,0
5560533000,1,0
2722346000,2,0
2831083100,2,0
2660567000,1,0
6900822000,1,0
4990424000,1,0
2670711000,2,0
1890200000,2,0
1480167000,1,0
3550441000,2,0
3880001000,16,0
3010003100,1,0
3680042000,1,0
5380405000,1,0
5330751000,2,0
5510415000,2,0
5600288000,1,0
3970105224,0,1
1829997110,0,4
3503541000,1,0
2860476000,1,0
1870724100,1,0
2070167100,0,3
3280419000,1,0
4991701110,0,0
5410044000,1,0
3610258100,0,2
5510674000,1,0
5401416000,2,0
4710687000,2,0
2070105000,1,0
2920812000,1,0
2670779000,1,0
1829977112,0,1
3271324000,1,0
4601065000,2,0
3480711000,2,0
2480260000,1,0
4580426000,2,0
1070101000,0,1
2620176000,1,0
5031177000,1,0
3501210000,1,0
3091075100,0,0
3211599000,2,0
6870103000,1,0
1750493000,1,0
2320218000,4,0
3070020000,1,0
2630589000,1,0
2610536100,2,0
3241303000,1,0
5100361000,1,0
5600262000,1,0
2260323000,1,0
3670613000,1,0
2050329000,1,0
3640612100,2,0
1399972100,1,0
3102851000,1,0
3981282000,0,110
2300409000,0,0
5000031000,1,0
2630814000,1,0
2240914000,1,0
2240806000,2,0
4690635110,2,0
2260916000,1,0
2820312100,1,0
3242426000,0,0
3241537100,2,0
0050115000,1,0
1040093000,1,0
5259929121,1,0
0829996112,0,4
1930206000,1,0
1960031000,1,0
5820615000,1,0
5100414000,1,0
1159982100,1,0
3550280000,2,0
2659979100,1,0
4340420000,2,0
6909880100,2,3
1500302000,1,0
3530687100,2,0
2630810000,1,0
4360385000,1,0
3670202000,1,0
4581521000,1,0
2930806000,2,0
3220623000,0,0
2060311000,1,0
2870032000,1,0
2851014100,1,1
4601515000,1,0
5480805000,1,0
5510825000,1,0
2611307000,1,0
5710309000,1,0
2250023000,1,0
3061125000,2,0
5030416000,2,0
5070868000,1,0
3271584100,1,1
5380906000,1,0
4702311000,2,0
0341225000,2,0
2430762000,2,0
1480162000,1,0
6670130000,1,0
4601461000,2,0
3070293000,2,0
2501032000,2,0
2811608000,1,0
3320305000,4,0
3211770000,6,0
6900062110,1,0
5470420000,1,0
2821803000,1,0
3100844000,2,0
1921178110,0,2
3270378000,2,0
5110525000,1,0
2110135000,1,0
2130313000,1,0
3650201000,1,0
2120141000,1,0
3190479100,33,0
0050086000,1,0
1950051000,1,0
5120796000,1,0
4050320000,1,0
5490153000,2,0
4621191000,1,0
4980607000,2,0
0840107000,1,0
3861031000,0,3
5280223000,1,0
3651317000,2,0
3461527000,1,0
3020531000,1,0
2440811000,1,0
2731523000,2,0
5149927000,1,0
1109950321,1,0
1919911000,1,0
1430167000,1,0
2451306000,1,0
4909875100,1,0
0720536000,1,0
5300747000,1,0
3160334000,2,0
2700308000,24,2
5590341000,1,0
3531711000,1,0
3531712000,1,0
0000005725,0,0
4940741100,3,0
2520491000,1,0
3170235000,1,0
5560325000,1,0
2250122000,1,0
4710526000,2,0
1430191000,1,0
2871341000,0,0
4060632000,1,0
2230505000,1,0
4680529000,2,0
2630807000,1,0
5031307000,1,0
1450598000,2,0
4050390000,2,0
6239713000,1,0
5290524000,1,0
2710719120,1,0
3641525000,2,0
4702814000,1,0
2780501100,1,0
0400035000,2,0
2610606000,1,0
2731324000,1,0
4060932000,1,0
5500119000,1,0
5050808000,1,0
1730062200,1,0
2452103000,1,0
4621153000,3,2
5829933100,1,0
2249981000,1,0
2660056000,1,0
3080673000,1,0
2170055000,1,0
1730092000,1,0
1230743000,1,0
0400013000,2,0
6239687000,1,0
2500940000,1,0
4960124000,1,0
4961123000,2,0
3291137000,1,0
4321033000,1,1
4590117000,2,0
3890507000,8,0
2720820000,2,0
2480215000,1,0
5511069000,1,0
5080001000,1,0
4180147000,1,0
4200243000,1,0
2631056000,1,0
3500319000,1,0
0730118000,1,0
3461808000,1,0
2681010000,1,0
4350039000,2,0
2780652000,1,0
3120418000,1,0
1920144000,1,0
2479884000,1,0
1780454100,2,0
3040506000,1,0
4589933000,1,0
1230251000,1,0
2440438000,0,0
2822313000,2,0
3550707000,1,0
3880905000,1,0
1700655100,1,0
2630812000,1,0
3040076000,1,0
5730815100,8,0
5710150000,1,0
2630758000,1,0
4920219000,1,0
2230268000,1,0
3060139000,2,0
2130013000,1,0
3560238000,0,0
2879962000,1,0
5070794000,2,0
5351152000,1,0
2280397000,1,0
5379975110,0,7
1940380100,0,0
4050615000,1,0
2720550000,1,0
1410433000,1,0
1750347100,1,0
2660599000,1,0
4351079000,1,0
5560417000,1,0
1750468000,1,0
3540675000,1,0
3061606000,1,0
2851801000,2,0
3051001000,1,0
3881720000,1,0
4331109000,2,0
2780644000,1,0
2890064000,1,0
4341724000,2,0
4702752000,2,0
6239932000,1,0
3122027100,0,0
3150419000,1,0
3470082000,1,0
5110423000,1,0
2880680000,1,0
2550261100,2,0
5519857000,2,0
2690232000,2,0
5040323000,2,0
5030727000,1,0
4061027000,2,0
1840222000,1,0
3111109100,2,0
4620135000,1,0
5310014000,1,0
5050937000,1,0
1400062000,1,0
2470579000,2,0
5710147000,1,0
1399768000,1,0
1750008000,1,0
1490291000,1,0
2890476000,2,0
3120312000,0,0
5800601000,1,0
2721625000,1,0
2061602000,1,0
1900813000,1,0
2670451000,1,0
2280118000,1,0
3290204000,2,0
5510028000,2,0
6449972130,1,0
1040109000,1,0
5350735000,1,0
1700347000,1,0
5360528000,2,0
4970248000,3,0
4891273000,1,0
3651488000,2,0
4320645000,2,0
2440642000,1,0
3502417000,2,0
4030348000,1,0
5140351000,1,0
5290562000,1,0
1230240000,1,0
2100522000,2,0
3160619000,2,0
3061400000,3,1
3650712000,2,0
3600037000,5,0
3111049000,0,0
2110059000,1,0
3260320000,2,0
1750447110,1,0
2440136000,1,0
2230031000,2,0
5471007100,2,0
0840224000,1,0
5590014000,1,0
6240803000,1,0
2841105000,2,0
4360364000,1,0
3070234000,1,0
5310303000,8,0
5779956000,1,0
2731417000,1,1
2681277000,1,0
3271363000,3,0
3469910000,1,0
4210231000,1,0
2660781000,2,0
3170252000,3,0
4350672000,1,0
2060410000,1,0
2660731000,2,0
4000304000,1,0
1220240000,1,0
3160472000,1,0
3679987111,0,0
4000053000,1,0
5940325000,1,0
2229994115,0,0
4991866000,3,0
2810736000,1,0
2240697100,4,0
5031144000,1,0
3140605000,2,0
5619984700,1,0
2241098000,1,0
5140676000,1,0
3120169000,2,0
2920338000,1,0
2290944000,1,0
2450447000,1,0
3620551000,0,2
4190071000,1,0
4961550000,1,0
5340594000,1,0
5320061000,1,0
3242014100,4,0
2812341000,2,0
2250135000,1,0
2701528000,2,0
4350430000,2,0
4940296000,1,0
2452017000,2,0
3270903000,1,0
3471009000,1,0
5269967211,1,0
1750739000,1,0
4350057000,1,1
2250547000,1,0
5950529000,1,0
5071260000,4,0
2801507000,2,0
1910024000,1,0
5260101000,1,0
3010118100,1,0
5270329000,1,0
1950216000,1,0
2270743000,1,0
3551531000,1,0
3551532000,1,0
0000005948,0,0
5119977000,2,0
5471045000,1,0
2620670000,1,0
3461228000,2,0
1760533000,1,0
1741103000,1,0
4050309000,2,0
2290963000,1,0
2299798000,1,0
4171171000,1,0
5490883200,1,0
1870711110,2,0
2140189000,1,0
3491814000,2,0
4161012000,1,0
3513610000,1,0
2450566000,2,0
3050401000,1,0
4710886000,2,0
5490037000,3,0
6690501000,1,0
5330006000,1,0
0310533000,0,0
2471411000,1,0
5010369000,1,0
5471055000,1,0
2830003000,2,0
2700930000,1,0
3060018000,2,0
4710635000,1,0
3301284000,2,0
2550050000,2,0
3130302000,2,0
4681505000,1,0
4702801000,2,0
3651051100,2,0
2100465000,1,0
3190634000,1,9
2660160000,1,0
2660802000,2,0
3070323000,2,0
5110403000,1,0
3470816110,1,0
3642017100,4,0
4991954000,2,0
5410046000,1,0
2681408000,2,0
2250790000,1,0
3130205000,2,0
2310299000,1,0
0341257000,1,0
1400054000,1,0
1239994120,1,0
2310713000,1,0
2070821000,0,0
4350734000,2,0
2520254000,1,0
3221062100,0,1
2080561000,1,0
6420011000,0,0
3281653000,1,0
4720187000,1,0
4012050000,2,0
4570441000,0,2
2300391000,1,0
2890026000,2,0
6690124000,1,0
5351179000,1,0
2059984110,2,0
5580146000,1,0
5410263000,2,0
3643202000,0,0
3241517110,2,0
3270701000,1,0
3540521000,0,0
5619976214,1,0
5041027000,1,0
4660015000,2,0
2530600000,2,0
0730179000,1,0
4351067000,1,1
4010213000,1,0
0770131000,0,1
4040649000,1,0
5080280000,2,0
5570326000,1,0
1770614000,2,0
1871211000,0,6
1890179130,1,0
2130356000,1,0
2722422000,1,0
5300529000,1,0
3080351000,1,0
4991912000,2,0
2880627000,1,0
3090828000,2,0
2250821000,1,0
3201301000,1,0
4702769000,1,0
5819935000,1,0
5969991000,1,0
1741001000,2,0
1700413000,1,0
4579948000,2,0
2299886000,1,0
3040478000,1,0
4040676000,1,0
4620970000,1,0
5290884000,1,0
5350126000,1,0
3480402000,0,0
3020513000,1,0
4090579000,1,0
2880077000,1,0
3102101100,2,0
2640177000,1,0
3660704000,2,0
3250402000,0,1
4332044000,3,0
2080255000,2,0
3140549000,4,0
3290518000,1,0
4660413000,1,0
5460405000,1,0
3250371000,1,0
3290467000,0,36
4940140000,2,0
3242701000,1,0
3550167000,1,0
4311067110,0,3
1380183000,2,0
4029987000,2,1
1379866000,0,1
6240222000,1,0
3140612000,2,0
3030136000,1,0
3250755100,2,0
3190723000,2,1
1719850000,0,2
3271505000,2,0
3460830000,1,0
5950719000,1,0
0730408000,1,0
3090188000,1,0
6240428000,1,0
3061542000,1,0
5570062000,1,0
1430448000,1,0
2811036000,2,0
3211334000,0,1
3633105110,1,0
2750151000,1,0
2750152000,1,0
2750153000,1,0
2750154000,1,0
0000005400,0,0
4961474000,1,0
5511000000,1,0
0330106000,2,0
5521005000,1,0
3470008000,1,0
3290608000,1,0
2670344000,1,0
3211499100,2,0
5490120100,1,0
0040070000,1,0
1430516000,1,0
5260678000,1,0
1220574000,1,0
2710860000,1,0
2851051000,1,0
1850512000,4,0
2840209000,1,0
2250550000,1,0
0349997000,1,0
3129960000,1,0
3020807000,1,0
5940297000,1,0
2050445000,1,0
3550814000,1,0
4891245000,1,0
2441189000,1,0
1719765000,1,0
1489904000,1,0
5071087000,1,0
2450202100,0,83
2722765000,1,0
6239833000,0,114
4579861000,2,0
3880674000,1,0
6889974211,0,4
5080733000,1,0
5250301100,1,0
2790012000,1,0
2871135000,1,0
3109943000,2,0
0050011000,1,0
2871971000,0,0
2100096000,1,0
3461294000,1,0
4010980111,0,1
4171330000,1,0
4610325000,1,0
7160190000,1,0
2871181000,1,0
5370228000,1,0
2930408000,0,2
1220572000,1,0
3561071100,1,0
3561072100,1,0
3561073000,1,0
3561074110,1,0
3561075111,1,0
3561076100,1,0
3561077000,1,0
3561078100,1,0
3561079100,1,0
0000005860,0,0
5389972000,1,0
4980567000,2,0
4580524000,1,0
4611460000,3,0
5540100000,0,0
4350838000,2,0
4970080000,1,0
2930769000,1,0
1510062000,1,0
4720189000,1,0
3480056000,0,0
5590356000,1,0
7160159000,1,0
1770618100,2,0
3280771000,1,0
3090182000,1,0
1859979110,2,1
5410702000,1,0
2880623000,1,0
4200014000,2,0
2510146000,1,0
2090359000,1,0
2701107000,1,0
2940395000,1,0
3480058000,0,0
5260666000,1,0
2319936000,1,0
3512605100,1,0
2260625000,1,0
2050109000,1,0
4940424000,1,0
5281005000,4,0
4710508000,2,0
5580164000,1,0
5600402000,1,0
2701931000,1,0
2851802000,1,0
1410201000,1,0
2812650000,0,1
4700513000,1,0
5139954100,2,0
5301074000,1,0
4331306000,6,0
2480284220,0,0
3641974000,1,0
6431931000,1,0
4601507000,1,0
4690423000,2,0
5120218000,1,0
2169971100,1,0
1040067000,1,0
3590423000,2,0
4180157000,1,0
5410134000,2,0
2620059000,1,0
4661239000,2,0
2100564100,1,0
3120516000,2,0
3201104100,36,0
2701610000,1,0
2630519000,1,0
2640148000,1,0
2470598000,1,0
3641474000,2,0
3211220000,2,0
3291125000,2,0
3211782000,1,0
3960081000,0,1
3960082000,0,1
3960083000,0,1
3960084100,1,0
3960084200,1,0
3960085000,1,0
3960086000,1,0
3960088000,0,0
3960089000,0,0
3960090000,0,0
3960091000,0,0
3960092000,0,0
3960093000,0,0
3960094000,0,0
3960095000,0,0
3960096000,0,0
3960097000,0,0
3960098000,0,0
3960099000,0,0
3960100000,0,0
3960101000,0,0
3960102000,0,0
3960103000,0,0
3960104000,0,0
3960105000,0,0
3960106000,0,0
3960107000,0,0
0000005385,0,0
5320117000,1,0
2110841000,1,0
3150705000,2,0
5070407000,1,0
2081081000,1,0
3070108000,2,0
2840224000,1,0
2251151000,2,0
3080912000,2,0
4691840000,2,4
4342103000,2,0
4971280000,2,0
3061560000,2,0
6700110000,1,0
4190092000,2,0
0780112600,0,0
1390821000,1,0
1440181000,1,0
3881606000,1,0
3610527000,1,2
2610821000,1,0
0400308000,0,0
1200258000,1,0
2450468000,1,0
3100558000,0,0
5511065000,2,0
5810611000,1,0
6239952000,2,0
5340589000,2,0
5290201000,1,0
1940180000,1,0
2660794000,2,0
3091062000,2,0
6449972141,1,0
5270385000,1,0
2650106000,1,0
4990065100,0,0
5940377000,1,0
3861004100,2,0
2490471100,0,2
5040019000,1,0
5811315000,2,0
3501880100,1,0
4350826000,1,0
2260851000,1,0
2440424000,2,0
1460215000,1,0
2501069000,2,0
4030311000,2,0
6690305000,1,0
3280302000,8,4
4342331000,2,0
6260026111,0,0
2160410000,2,0
4200795000,1,0
2510191000,0,3
1909966000,1,0
2810934000,1,0
3491588000,2,0
5301226000,1,0
5381202110,0,1
5800031000,1,0
3270781000,1,0
2821311000,3,0
2830456000,0,0
3080809000,1,0
5051019000,1,0
5140525000,1,0
6230215000,1,0
1490033000,1,0
5970639000,3,0
0359997100,1,0
2820716100,1,0
4610707000,2,0
2620356000,2,0
3230670000,0,0
3491137000,1,0
3121793000,2,0
1420138000,1,0
2700226000,1,0
2080698000,2,0
2831098000,2,0
1840227000,1,0
5380059000,1,0
4911129000,1,0
2841503000,2,0
1520402000,4,0
4000063100,2,0
3010220000,1,0
4339970000,4,0
1080398000,2,0
3161078000,3,0
3160964000,2,0
3121600000,1,0
1400104000,1,0
3280766000,2,0
4970595000,0,0
2090642100,2,0
2812333000,2,0
5120121000,1,0
1200071000,1,0
2780639000,1,0
3920924000,0,7
0740251000,1,0
3461307000,2,0
1391392000,1,0
5020015000,1,0
3481037000,2,0
5410126000,1,0
2460248000,16,0
4891239000,1,0
2320603000,2,0
3630104100,1,0
5279893000,1,0
4020505110,1,0
3150344000,1,0
5320343000,1,0
5151745000,1,0
2250645000,1,0
3211903000,2,0
2611015000,1,0
4010136000,4,0
2870069000,1,0
4011029100,2,0
3680719000,2,0
4200439000,1,0
5360020000,1,0
3460508000,2,0
3910741000,0,870
5350048000,1,0
4200751000,1,0
2890657000,1,0
5820684000,1,0
5810279110,2,0
2722323000,1,0
2260976000,1,0
4010778000,1,0
2440360000,1,0
2810615000,2,0
4703902000,2,0
4681646000,1,0
4960619100,2,0
6870744000,0,3
5710538000,1,0
2530323000,2,0
3461517000,1,0
2520274000,1,0
1200010000,1,0
2671012000,1,0
5071168000,1,0
3271542000,2,0
3670627000,1,0
2440105000,1,0
2479874000,1,0
2130151000,1,0
3030548000,0,1
3210716000,2,0
3461429000,2,0
0720469000,1,0
3040404000,1,0
3190786000,2,0
4911173000,1,0
2530969000,1,0
4991995000,1,0
3250943000,1,1
4950274000,2,0
2490030000,1,0
1430613000,1,0
3040001100,0,1
2930230000,1,0
6870701000,1,0
4081070000,1,0
4693136000,3,0
6410011000,0,541
2822217000,1,0
1450668000,1,0
2169978110,2,0
1020557000,1,0
3641416000,0,0
4620395000,0,0
4581319000,2,0
4979987000,1,0
5810072000,1,0
2870331000,1,0
5940185000,1,0
0730476000,1,0
3530543100,1,0
3101813000,1,0
3250097000,1,0
3080345000,1,0
2320624000,2,0
3200521000,4,0
5469988100,0,0
2130722000,2,0
3070337000,2,0
1160213000,1,0
5110523000,2,0
5050929000,2,0
4580464000,2,0
4920112000,1,0
2630018000,1,0
4311026000,2,0
5030248000,1,0
4591335000,1,0
5510208000,1,0
5950707000,1,0
4342216000,2,0
5050309000,1,0
5490047000,1,0
5301073000,1,0
2120647100,0,1
0840286000,1,0
2921024000,1,0
5361128000,2,0
0730429000,1,0
3220544000,1,0
3250460000,2,0
2720553111,0,0
3020595000,1,0
3020728000,1,0
5330425000,32,0
5579948127,0,0
4601359100,2,0
6240028000,1,0
1569986120,0,0
4970992000,2,0
5560872000,1,0
6680019000,1,0
2441020000,4,0
3140856000,1,0
3651347000,1,0
3522710000,1,0
5120442000,2,0
2880426000,1,0
2801235000,1,0
4219976000,0,0
5520924000,1,0
5570057000,1,0
3290728000,1,0
1160131000,1,0
1480128000,1,0
2480013000,1,0
6909978110,1,0
1430499000,1,0
4920152000,1,0
0330015111,0,13
3210836000,2,0
4979983000,2,0
5520006000,1,0
0840043000,1,0
2811101000,2,0
5250316000,1,0
5050901000,1,0
2670163000,1,0
4050117000,2,5
3501862100,2,0
1530014000,1,0
4691818000,1,0
4010737100,0,1
4940174000,1,0
5409990200,30,0
5821229000,1,0
3109957000,2,0
4050606000,2,0
2910004000,8,0
2930100000,1,0
3061183000,1,0
1730046000,1,0
2250747000,1,0
1100162000,1,0
3020824000,1,0
2310225000,1,0
3520518100,0,0
3232032000,0,0
1740719000,1,0
3051226000,1,0
4970584000,2,0
1909810000,1,0
1840180000,1,0
3070221000,2,0
5140392000,1,0
1550038000,2,0
4201102000,2,0
5350028000,2,0
2510344000,1,0
4911036000,1,0
2850166000,1,0
1450698000,1,0
5360027000,1,0
3220086000,4,4
2660077000,1,0
5490816000,2,0
5510027000,1,0
1230211000,1,0
3640125000,1,0
4340370000,1,0
4691749000,2,0
1390894000,1,0
3981271000,0,1
2701603000,1,0
2811098000,2,0
3461821000,2,0
4970062000,2,0
2870314000,2,0
4611161000,1,0
2640330000,1,0
3480761100,0,0
2739972000,1,0
4690654000,1,0
5950762000,1,0
3080126000,1,0
2170060000,1,0
7160223000,1,0
3050693000,2,0
4720358000,1,0
2140008212,12,0
2480336000,1,0
3123311000,2,0
3970441000,0,1
3970442100,0,1
3970442200,0,1
3970443100,0,1
3970443200,0,1
3970443300,0,1
3970443400,0,1
3970443500,0,1
3970444000,0,1
3970445000,0,2
3970446000,0,1
3970447000,1,0
3970448000,1,0
3970449000,1,0
3970450000,1,0
3970451000,1,0
3970452000,1,0
3970453000,1,0
3970454000,1,0
3970455100,1,0
3970456100,1,0
3970457000,1,0
3970458000,1,0
3970459000,1,0
3970462000,1,0
3970463000,1,0
3970464100,1,0
3970465000,1,0
3970466000,1,0
3970467000,1,0
3970468000,1,0
3970469000,1,0
3970470000,1,0
3970471000,1,0
3970472000,1,0
3970473000,1,0
3970474000,1,0
3970475000,1,0
3970476000,1,0
3970477000,1,0
3970478000,1,0
3970479000,1,0
3970480000,1,0
3970481000,1,0
3970482000,1,0
3970483000,1,0
3970484100,1,0
3970485000,1,0
3970486000,1,0
3970487100,1,0
3970488000,1,0
3970489000,1,0
3970490000,1,0
0000005398,0,0
3970460110,1,0
3970461110,1,0
6690026100,1,0
5700501000,1,0
2530961000,1,0
2640701000,1,0
2320575000,1,0
3871109110,0,0
5940434000,1,0
2660421000,1,0
6700614000,1,0
3592242000,1,0
3650810000,1,0
4310269000,2,3
4701217000,1,0
4970768000,1,1
1249994100,0,4
2120846120,0,0
1920702000,1,0
3461805000,1,0
5340808000,1,0
4901175000,1,0
1880606000,1,0
4950186000,2,0
3250318100,2,0
5479855000,1,0
5580402000,1,0
6420022000,1,0
3141013000,1,0
2610790000,1,0
2130534000,1,0
6670175000,1,0
5040512000,2,0
1580184000,0,0
4990293000,1,0
2681293000,1,0
2790179000,1,0
1741101000,1,0
3651194100,2,0
2090743100,1,0
3921796000,3,0
4330720000,2,0
0780052000,1,0
1239967000,1,0
2811810000,2,0
5279981000,2,0
1399797140,2,0
4360059000,1,0
4200031100,4,0
3101034100,0,0
4351073000,1,0
2310448000,1,0
1579981110,0,0
3061227000,2,0
5380239000,1,0
2271007000,2,0
2730416000,1,0
3020405000,1,0
2712515000,1,0
3060779000,2,0
2640864000,1,0
2439981000,0,0
3070351000,1,0
0790027000,2,0
3900531100,0,2
3240001000,4,0
4620900100,0,2
2812644000,2,0
4009998111,0,0
3100545000,1,0
4040729000,1,0
3340115000,1,0
1740005000,1,0
2061311000,0,0
4660035000,1,0
2720533000,2,0
1509934000,1,0
2840314000,2,0
6431961000,1,0
4990052000,1,3
3051087000,1,0
3200615000,1,0
5030454000,1,0
3040480000,1,0
2110643000,1,0
3109995000,2,0
5260197000,1,0
1939968100,0,1
5730424000,1,0
2420223100,0,5
5110140000,1,0
5040486000,2,0
4311282000,2,0
1920545000,1,0
1500103000,1,0
3281267000,1,0
5980145000,1,0
3460159000,1,0
1719726000,1,0
1910218000,1,0
2840756000,1,0
3132216000,2,0
1840231000,1,0
5940256000,1,0
6709975120,0,0
5480325000,1,0
2120695200,1,0
5010382000,2,0
1750622000,2,0
1200225000,1,0
1760802100,0,8
2061610000,1,0
2270005000,1,0
3123113000,2,0
3271385000,2,0
3530302110,0,0
4710814000,2,0
6680011000,1,0
1700013000,1,0
1710211000,1,0
5560151000,1,0
3651012000,0,0
5390815000,2,0
5040440000,1,0
2870797000,1,0
5050615000,2,0
2280332000,1,0
4010106000,2,0
4190485110,0,1
3050212000,2,0
4940532000,2,0
4060633000,1,0
5959888000,1,0
1450567000,2,0
3060121000,1,0
2440921000,1,0
1080255000,1,0
4040575000,0,1
4200263000,1,0
3501396000,0,0
4310133000,1,0
3513525000,2,0
3060777000,1,0
2670839000,2,0
5730355000,1,0
3492581000,1,0
5319944000,2,0
0790001100,2,0
5350800000,1,0
5010448110,1,0
5070867000,1,0
3100151100,2,0
2430723000,1,0
2780105000,1,0
5579977100,8,0
5700543000,2,0
5400752000,2,0
1519972100,1,0
4330102000,1,0
5521255000,1,0
3249808000,2,6
3291449000,1,0
2820611000,2,1
3630193000,2,0
1479988100,1,0
3140324000,3,0
2930708000,1,0
2070676000,1,0
3123239100,0,0
2842071000,1,0
2930882000,1,0
3500508000,1,0
3891834000,1,0
4050634000,1,0
5591630100,5,0
2440062000,1,0
2480218000,2,0
2830302200,0,0
5121202000,1,0
4171163000,2,0
3101898000,2,0
5820216000,2,0
3232031000,1,0
5340493000,1,0
4360033000,1,0
4061404000,2,0
4601195000,2,0
5800795200,1,0
4180242000,1,0
3650812000,1,0
3250792000,4,0
2680745000,2,0
2930534000,1,0
4350413000,1,0
2440818000,1,0
4920816000,1,0
1959996100,0,0
3680014000,2,0
4310971100,0,1
3921600100,90,0
2822206000,3,1
1909774120,1,0
3461669000,2,0
2861095100,2,0
3630184000,0,0
2801040000,1,0
3660361100,2,0
5251352000,1,0
1800159000,0,0
2811502000,0,0
5411108100,1,0
2660525000,1,0
3020803000,1,0
5730626000,1,0
7160402100,0,0
4350062000,2,0
1880201100,2,0
4581648000,2,0
3461116000,2,0
3880913000,1,0
2500089000,0,3
6890103000,1,0
5590007000,2,0
3242631000,1,0
3161216000,1,0
4581325000,1,0
6230103000,1,0
5580564000,1,0
3201733000,0,0
3031109000,1,0
1529954111,0,0
4670494000,2,0
2270216100,1,4
3590268000,4,0
2440432000,1,0
6680132100,1,0
2822531100,4,0
2299780000,1,0
4720180000,1,0
5370005100,1,0
5479950100,1,0
5070330000,1,0
2790526000,2,0
0720306000,1,0
5159898000,1,0
3020559000,1,0
2299808000,1,0
1940325100,2,0
5550036000,1,0
1920363000,1,0
1029912112,0,1
2240651000,1,0
3140757000,0,0
5000289000,2,0
5580205000,4,0
2091103000,1,0
5580442000,1,0
1391591000,1,0
2610004000,1,0
4611015000,2,0
5310441000,1,0
1210101000,1,0
1210102000,1,0
1210103100,1,0
1210104100,1,0
1210105000,1,0
1210106000,1,0
1210107000,1,0
1210108000,1,0
1210109000,1,0
1210110000,1,0
1210111000,1,0
1210112000,1,0
