wdfi_id,corp_name_clean,address_city,wdfi_group_id,corp_mprop_match
M113541,MLG/PF PECOS FLATS INVESTMENT LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
A095314,ARG KENSINGTON LLC,8816 KAEHLERS MILL RD CEDARBURG,1984,FALSE
T088230,TGC KENSINGTON LLC,929 N 17TH ST OFC MILWAUKEE,2032,TRUE
H067840,HSN HOLDINGS LLC,3477 N OAKLAND AV MILWAUKEE,1104,TRUE
B100318,BADGER STATE HOUSING LLC,2303 N 39TH ST MILWAUKEE,691,TRUE
S131428,SONOMA INVESTMENTS LLC,4040 MONCHES RD COLGATE,1258,TRUE
O038202,OWENS AND ASSOCIATES LLC,6901 N 40TH PL MILWAUKEE,1767,TRUE
A095397,ALCHEMY PROPERTY LLC,2555 S CALHOUN RD 108 NEW BERLIN,794,TRUE
G062807,GILBERT LEE LLC,1345 N JEFFERSON ST 224 MILWAUKEE,280,TRUE
S131463,SPYDER INVESTMENTS FUND 2 LLC,8826 RAVENSWOOD CR WAUWATOSA,1985,FALSE
M113654,MCDOWELL LOGISTICS CORP,500 W MAPLE ST MILWAUKEE,1464,FALSE
S131492,SPYDER INVESTMENTS FUND 3 LLC,8826 RAVENSWOOD CR WAUWATOSA,1985,FALSE
V030671,VIRILITY INVESTMENTS LLC,2625 S GREELEY ST SUITE 111 MILWAUKEE,818,TRUE
C111286,CAM FAMILY LLC,5117 N PALISADES RD WHITEFISH BAY,1478,FALSE
B100501,BEST DEAL FOOD MART LLC,2318 S 74TH ST WEST ALLIS,702,TRUE
M113738,MOORE TAX SERVICE LLC,2708 N 48TH ST MILWAUKEE,837,FALSE
S131605,SIMPLIFIED REAL ESTATE LLC,11933 W BURLEIGH ST 2 MILWAUKEE,172,FALSE
J053508,JSG CONSULTING LLC,103 W CHAMBERS ST MILWAUKEE,47,FALSE
K055871,KINGAN COURT LLC,5354 S 27TH ST MILWAUKEE,1533,FALSE
W075879,WHN PROPERTIES LLC,2009 N 55TH ST MILWAUKEE,576,TRUE
S131601,SHAD DON & SUN LLC,5995 N TEUTONIA AV 90101 MILWAUKEE,1624,TRUE
V030699,VOE APARTMENTS LLC,9945 N VALLEY HILL DR MEQUON,2086,FALSE
S131696,SKN SHOREWOOD PROPERTIES LLC,4489 W WOODLAND DR FRANKLIN,1368,FALSE
T088553,3008 SHERIDAN LLC,1521 N ASTOR ST MILWAUKEE,364,TRUE
G062905,GURKIRPA LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
T088560,TS FANTASY LLC,9016 W BURLEIGH ST MILWAUKEE,2004,FALSE
M113823,MASON ST VENTURES LLC,2140 N 2ND ST MILWAUKEE,638,FALSE
A095609,AMPLIFI YOGA LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
A095611,AYVAKAM LLC,6542 N 43RD ST MILWAUKEE,1713,TRUE
R077700,REVIVE REALTY GROUP LLC,205 5TH AV S 600 LA CROSSE,603,FALSE
A095621,AMIGOS RENTALS LLC,1534 W ROGERS ST UPPER MILWAUKEE,375,TRUE
T088625,TIGER LILY COLLECTIVE LLC,1913 N OAKLAND AV MILWAUKEE,533,FALSE
T088643,2467 N 40 LLC,2437 N SHERMAN BL MILWAUKEE,749,TRUE
K055926,KVARTIRA LLC,8967 NPELHAM PK MILWAUKEE,1994,TRUE
E057269,EYMAD LLC,6542 N 43RD ST MILWAUKEE,1713,FALSE
F065347,4317 NORTH 38TH STREET LLC,4317 N 38TH ST MILWAUKEE,1334,TRUE
F065348,4924 NORTH 26TH STREET LLC,4317 N 38TH ST MILWAUKEE,1334,FALSE
J053580,JB SQUARED INVESTMENTS LLC,2402 N 63RD ST WAUWATOSA,728,FALSE
K055954,K&J GROUP INVESTMENTS LLC,2402 N 63RD ST WAUWATOSA,728,FALSE
O038294,OS INVESTMENT TEAM LLC,9205 W CENTER ST 211 MILWAUKEE,2022,TRUE
Z006890,ZOFAMA LLC,117 N JEFFERSON ST 207 MILWAUKEE,164,FALSE
C111495,CCE INVESTMENT LLC,PO BOX 190 LAKE GENEVA,2246,FALSE
N054078,NPV HOMES LLC,1655 N MAYFAIR RD 13831 WAUWATOSA,424,TRUE
F062159,WI HOME VENTURES LLC,239 E CHICAGO ST MILWAUKEE,726,FALSE
L069443,LONDEN BRIDGE LLC,4478 N 72ND ST MILWAUKEE,1365,TRUE
W075973,WEATHERBY REAL ESTATE LLC,32 N WALKER WA SUN PRAIRIE,1012,TRUE
H068070,HOLTON FLATS LLC,8018 W CAPITOL DR 2 MILWAUKEE,1887,FALSE
C111522,CENTER STREET APARTMENTS LLC,PO BOX 26324 WAUWATOSA,2278,TRUE
B100745,BRADYSTCOM LLC,8018 W CAPITOL DR 2 MILWAUKEE,1887,FALSE
B100775,BARTLAND LLC,3224 E HAMPSHIRE AV MILWAUKEE,1029,TRUE
T088765,TEXAS FOOD LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
V030749,VAN BUREN NEWHALL LLC,205 S 65TH ST 4 MILWAUKEE,604,TRUE
K056016,K&J HOUSES LLC,103A WEST CHAMBERS ST MILWAUKEE,57,TRUE
A095798,AJSP LLC,2731 S SHORE DR MILWAUKEE,849,TRUE
T088817,2804 S LOGAN LLC,2804 S LOGAN AV MILWAUKEE,870,TRUE
M114059,MLG/LF OBC LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
M114060,MLG/LF CDBC LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
M114061,MLG/LF OPPBC LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
N054113,NORMS CABIN LLC,2005 N CALHOUN RD BROOKFIELD,575,FALSE
A095858,ANGELE HOLDINGS LLC,EMMANUEL ZAMIR 2 15 PETAH TIKVA,2091,TRUE
T088866,THIRD COAST INVESTMENTS LLC,PO BOX 356 ELM GROVE,2292,FALSE
M114139,MAKALURAZO INVESTMENTS LLC,2475 S SAINT CLAIR ST MILWAUKEE,762,TRUE
C111728,CELESTIAL RENOVATIONS LLC,3337 N 46TH ST MILWAUKEE,1067,FALSE
N054170,NO BAD DAYS LLC,1518 E KANE PL MILWAUKEE,362,TRUE
C111730,CAMBRIDGE/NORTH DEVELOPMENT LLC,606 E JUNEAU AV 511385 MILWAUKEE,1647,FALSE
C111732,CAMBRIDGE FLATS LLC,606 E JUNEAU AV 511385 MILWAUKEE,1647,TRUE
M114195,MKE FAMILY RESTORATION LLC,7040 INDUSTRIAL LOOP GREENDALE,1785,FALSE
A095951,ATACH'D INGENIOUS INC,4011 W CAPITOL DR 101 MILWAUKEE,1245,TRUE
C111769,CCZHK ENTERPRISE LLC,4550 N 46TH ST MILWAUKEE,1378,TRUE
T088959,2459 WEST KEEFE STREET LLC,4317 N 38TH ST MILWAUKEE,1334,TRUE
H068201,HAVK LLC,S90W18920 ACORN DR MUSKEGO,2398,FALSE
T088961,3411 WEST LOCUST STREET LLC,4317 N 38TH ST MILWAUKEE,1334,TRUE
B101006,BAYVIEW METRO LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
Z006913,ZIEMENDORF FAMILY MANAGEMENT LLC,15780 MARK DR BROOKFIELD,388,FALSE
L069656,LUMBERYARD LOFTS LLC,205 5TH AV S 600 LA CROSSE,603,FALSE
L069666,LBP LLC,3020 EBNER COULEE RD LA CROSSE,955,TRUE
O038445,OLYMPIA HOSPITALITY LLC,1200 N MAYFAIR RD 410 MILWAUKEE,176,FALSE
C111850,CHILANZAR LLC,1198 WILLOW WOOD LA GRAFTON,175,TRUE
R078071,RUSSELL REAL ESTATE INVESTMENTS LLC,2402 N 63RD ST WAUWATOSA,728,FALSE
G063196,G2H RENTAL LLC,1926 RAMBLING ROSE RD WAUKESHA,545,TRUE
M114439,MLG/PF TROY FARMS INVESTMENT LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
B101130,BLUE RIBBON PROPERTY MANAGEMENT AND SERVICES LLC,S106W20773 N SHORE DR MUSKEGO,2361,FALSE
N054266,NOROAK LLC,PO BOX 510287 MILWAUKEE,2310,TRUE
D068695,DOWTH LLC,PO BOX 510287 MILWAUKEE,2310,FALSE
F065630,FIRESIDE EQUITY LLC,14485 CAMERON CT BROOKFIELD,333,TRUE
N054204,NU RANGE DEVELOPMENT LLC,W60N917 SHEBOYGAN RD CEDARBURG,2493,TRUE
N054205,NU RANGE INVESTMENTS LLC,W60N917 SHEBOYGAN RD CEDARBURG,2493,FALSE
L069764,LEON PROPERTIES 84TH STREET LLC,1316 SOUTHTOWNE CT SOUTH MILWAUKEE,259,FALSE
G063260,GRIDLEY HOLDINGS LLC,1605 E BRISTLECONE DR HARTLAND,394,FALSE
H068333,HAWLEY HOLDINGS LLC,1605 E BRISTLECONE DR HARTLAND,394,TRUE
L069787,LAUNCHPAD RE HOLDINGS LLC,W193N10980 KLEINMANN DR GERMANTOWN,2437,TRUE
T089279,TJD HOLDINGS 8712 LLC,1454 BARTON AV WEST BEND,335,FALSE
L069801,LERNER CONSULTING LLC,11512 N PORT WASHINGTON RD 201 MEQUON,152,FALSE
F065670,FRANKOYE MANAGEMENT LLC,4123 N 16TH ST MILWAUKEE,1280,FALSE
B101244,BUG MASTERS LLC,4935 S 67TH ST GREENFIELD,1454,FALSE
R078165,RIGHTLY GUIDED DEVELOPMENT LLC,3306 W HIGHLAND BL MILWAUKEE,1052,FALSE
M114585,MLG/LF MATTHIAS LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
M114586,MLG/LF TIMMERS LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
M114594,MLG SUMMIT INVESTMENT LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
F065714,532 PINE LLC,1345 N JEFFERSON ST 179 MILWAUKEE,278,FALSE
L069871,LCM FUNDS 55 FOX RIVER LLC,PO BOX 1602 MILWAUKEE,2229,FALSE
M114673,MLG LEGACY FUND INVESTMENTS LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
N054345,NLM HOLDINGS 1 LLC,12600A W BURLEIGH RD BROOKFIELD,223,FALSE
P080358,PERET PROPERTIES LLC,3006 NAGAWICKA AV DELAFIELD,945,TRUE
S132760,7307 W LISBON LLC,2310 W LAGOON CT MEQUON,697,TRUE
F065737,5909 N 41 LLC,2310 W LAGOON CT MEQUON,697,TRUE
R078257,RYJA INVESTMENTS LLC,235 E PITTSBURGH AV APT 116 MILWAUKEE,719,TRUE
M114704,MINT EQUITY LLC,14485 CAMERON CT BROOKFIELD,333,FALSE
F065758,FLORES HOME FAMILY LLC,1562 S 22ND ST MILWAUKEE,384,TRUE
G063343,GOLIAT PROPERTIES LLC,1028 S 36 TH ST MILWAUKEE,43,TRUE
N054393,NOVA LLC,1840 N FARWELL AV A MILWAUKEE,507,FALSE
N054411,NERANKAR LLC,2966 S 90TH ST WEST ALLIS,937,FALSE
C112343,COLLECTIVE VENTURE LLC,5117 N PALISADES RD WHITEFISH BAY,1478,TRUE
T089625,THE DONALD DRIVERS LLC,1441 N FRANKLIN PL 221 MILWAUKEE,329,FALSE
L070013,LCM FUNDS 56 ACTION LLC,PO BOX 1602 MILWAUKEE,2229,FALSE
O038614,1704 E KANE LLC,2220 N WAUWATOSA AV WAUWATOSA,668,TRUE
M114877,MT HOTEL OCONOMOWOC LLC,250 N SUNNY SLOPE RD 290 BROOKFIELD,765,FALSE
F065849,4209 W FLORIST LLC,2310 W LAGOON CT MEQUON,697,TRUE
H068562,HESTIA HOLDINGS LLC,48 WYN OAK NASHVILLE,1424,TRUE
B101536,BARSTOW LLC,1701 PEARL ST 4 WAUKESHA,442,FALSE
N054437,9115-9117 HAWTHORNE LLC,10661 W GRANTOSA DR WAUWATOSA,85,TRUE
D068955,DWK TRANSPORTATION LLC,6542 N 43RD ST MILWAUKEE,1713,FALSE
P080523,PINE REALTY INVESTMENTS LLC,1517 W GREENFIELD AV MILWAUKEE,361,TRUE
A083656,ABE ENTERPRISE LLC,1345 N JEFFERSON ST SUITE 144 MILWAUKEE,288,FALSE
P080550,PORTER TITLE LLC,400 WISCONSIN AV RACINE,1241,FALSE
M114939,MBMKE PROPERTIES 3127 LLC,3929 N 60TH ST MILWAUKEE,1215,TRUE
R075099,MOORLAND ROAD INDUSTRIAL LLC,1200 N MAYFAIR RD 410 MILWAUKEE,176,FALSE
T089742,2266KK LLC,2534 S KINNICKINNIC AV 103 MILWAUKEE,783,FALSE
T089800,TIP INVESTMENTS LLC,2215 N 15TH ST MILWAUKEE,661,TRUE
S133194,SSI OYSTER LLC,14490 W MEADOWSHIRE DR NEW BERLIN,334,FALSE
S133196,SSI CARBON LLC,14490 W MEADOWSHIRE DR NEW BERLIN,334,FALSE
S133176,SBS REAL ESTATE LLC,W640 SAYLESVILLE RD RUBICON,2496,FALSE
M114658,HARRIS DRIVE DUPLEXES LLC,101 E GRAND AV 6 PORT WASHINGTON,19,FALSE
D069034,DESTINED TO SUCCEED ACADEMY LLC,4429 W FOND DU LAC AV MILWAUKEE,1354,FALSE
S133226,SS&S RE SERVICES LLC,6019 W HOWARD AV MILWAUKEE,1635,TRUE
N054519,9339 W BLUEMOUND LLC,W234S6650 BIG BEND RD WAUKESHA,2459,TRUE
K056480,KS OKLAHOMA LLC,1701 PEARL ST 4 WAUKESHA,442,TRUE
K056481,KS MUKWONAGO LLC,1701 PEARL ST 4 WAUKESHA,442,FALSE
E057802,E&K ASSETS LLC,1162 DURANGO DR HARTFORD,161,TRUE
B101722,BEANS BEANS LLC,N59W14200 BOBOLINK AV MENOMONEE FALLS,2147,FALSE
T089924,3121 VANL LLC,3126 S 9TH ST MILWAUKEE,988,TRUE
T089925,3655 VANL LLC,3126 S 9TH ST MILWAUKEE,988,TRUE
T083178,UNITY SENIOR LIVING WEST ALLIS LLC,1665 N WATER ST MILWAUKEE,431,FALSE
T083054,UNITY SENIOR LIVING FARWELL LLC,1665 N WATER ST MILWAUKEE,431,FALSE
T082788,UNITY SENIOR LIVING APPLETON AVENUE LLC,1665 N WATER ST MILWAUKEE,431,FALSE
S133291,7329 VANL LLC,3126 S 9TH ST MILWAUKEE,988,TRUE
M115115,MLG/LF TOSA VILLAGE LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
F065970,5414 VANL LLC,3126 S 9TH ST MILWAUKEE,988,FALSE
I036243,INVICTUS TEAM LLC,12970 W BLUEMOUND RD 103 ELM GROVE,245,FALSE
O038686,160TH STREET INDUSTRIAL LLC,2116 W CORNELL ST MILWAUKEE,627,FALSE
J054190,JDM PARTNERS LLC,4658 PARTRIDGE CR COLGATE,1400,TRUE
K056478,KK SMITH LLC,5232 W OKLAHOMA AV SUITE 201 MILWAUKEE,1507,TRUE
Z006974,ZAMOONDA INVESTMENT GROUP LLC,3254 N 86TH ST MILWAUKEE,1038,TRUE
B101771,BREW CITY UNLIMITED LLC,10661 W GRANTOSA DR WAUWATOSA,85,FALSE
J054214,J & M HOMEBUYERS LLC,2430 N 53RD ST MILWAUKEE,744,TRUE
K056511,KHAPTAD MART INC,2217 N 61ST ST MILWAUKEE,664,TRUE
M115174,MLG/PF IV TROY FARMS INVESTMENT LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
M115176,MLG/PF V TROY FARMS INVESTMENT LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
M115185,MHT HOLDING LLC,2507 W CHESTNUT RD MEQUON,771,TRUE
T090011,250 CAPITOL LLC,PO BOX 2156 MILWAUKEE,2255,FALSE
D069121,DON CHAMOY LLC,8610 KERI CT FRANKSVILLE,1966,FALSE
P080766,PRECISE SLICE LLC,500 COLLEGE AV RACINE,1461,FALSE
L070247,LAKESIDE PROPERTY MGMT LLC,PO BOX 11293 MILWAUKEE,2211,TRUE
P080779,PAREDES PROPERTIES LLC,1643 S 44TH ST MILWAUKEE,421,TRUE
M115291,MILL ROAD 76 LLC,N38W7588 GREYSTONE CT CEDARBURG,2126,FALSE
E057909,ESTAVA ENERGY INC,4238 N 48TH ST MILWAUKEE,1313,FALSE
W076564,WANGARD WISCONSIN OPPORTUNITY FUND II SPONSOR LLC,1200 N MAYFAIR RD 410 MILWAUKEE,176,FALSE
H068761,HOME DEVELOPMENT LLC,7216 N BEAU AV MILWAUKEE,1804,FALSE
F066082,FORBES FASHION LLC,6751 N TEUTONIA AV MILWAUKEE,1750,FALSE
H068808,HRM HOLDINGS LLC,2445 SHERATON RD BROOKFIELD,755,TRUE
C112828,COLTS NECK LLC,W289N4756 WILD ROSE CT HARTLAND,2471,FALSE
M115423,MCCOY MUSIC GROUP LLC,4230 N OAKLAND AV 149 SHOREWOOD,1308,FALSE
F066132,FUSION DEVELOPMENTS LLC,4375 HIGHFIELD CT BROOKFIELD,1345,FALSE
S133647,SUSSEX PHASE B SPONSOR LLC,1200 N MAYFAIR RD 410 MILWAUKEE,176,FALSE
S133649,6937 TA INVESTMENTS LLC,14134 N BRIDAL PATH CT MEQUON,318,TRUE
M115464,MLG/PF IV BROADSTONE INVESTMENT LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
M115468,MLG/PF V BROADSTONE INVESTMENT LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
D069258,DHBC INVESTMENTS LLC,1101 W LAYTON AV MILWAUKEE,107,TRUE
I036312,IMPROVE MILWAUKEE 53206 LLC,8641 N SERVITE DR 208 MILWAUKEE,1969,FALSE
M115485,MILWAUKEE SERVICE CENTER LLC,8641 N SERVITE DR 208 MILWAUKEE,1969,FALSE
L070378,LAUREN MICHELE PROPERTIES LLC,412 E NORPORT DR PORT WASHINGTON,1276,TRUE
T090334,2937 APTS LLC,N53W34338 RD Q OKAUCHEE,2137,TRUE
M115511,MAISON LLC,4533 N LARKIN ST SHOREWOOD,1375,FALSE
T090369,2450 GRANDVIEW LLC,12033 W WILBUR AV GREENFIELD,179,FALSE
S133748,6455 WILLIAMS LLC,6825 W BROWN DEER RD 242383 MILWAUKEE,1760,FALSE
M115566,MOORLAND ROAD INDUSTRIAL SPONSOR LLC,1200 N MAYFAIR RD 410 MILWAUKEE,176,FALSE
E058042,EASTIN REALTY LLC,914 W MONTANA ST A MILWAUKEE,2017,TRUE
G063720,GAKHAL TRANSPORTATION INC,10115 S HAMPTON DR OAK CREEK,23,FALSE
W076708,W VLIET PROPERTIES LLC,3922 W VLIET ST MILWAUKEE,1213,FALSE
O038823,OAKLAND RENTAL PROPERTIES LLC,16160 SHORE LINE DR BROOKFIELD,403,TRUE
A097116,AUTUS PROPERTY GROUP LLC,2420 5 1/2 MILE RD RACINE,737,TRUE
S133820,76TH FUEL LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
N054705,NOVA SPONSOR LLC,1840 N FARWELL AV A MILWAUKEE,507,FALSE
T090430,T3P 2552 LLC,1716 N 48TH ST MILWAUKEE,450,FALSE
T090431,T3P 2348 LLC,1716 N 48TH ST MILWAUKEE,450,TRUE
T090432,T3P 2361 LLC,1716 N 48TH ST MILWAUKEE,450,TRUE
T090433,T3P 2403 LLC,1716 N 48TH ST MILWAUKEE,450,TRUE
N054718,NOVA QOF LLC,1840 N FARWELL AV A MILWAUKEE,507,FALSE
N054731,NEW HALO PROPERTIES LLC,4407 S 20TH ST MILWAUKEE,1350,FALSE
B102240,BRIDGE TO BRIGHTER INC,3158 WAUCHEETA TRAIL MADISON,1002,TRUE
V031066,VOYA LLC,124 W FREISTADT RD 451 THIENSVILLE,202,TRUE
T090559,3036 S KK LLC,N7539 E LAKESHORE DR WHITEWATER,2165,TRUE
A097220,ANTHONY METZGER LLC,865 COUNTY G PELICAN LAKE,1972,TRUE
F066298,5610 W CUSTER LLC,2310 W LAGOON CT MEQUON,697,FALSE
D069408,DREAM RENTALS 98TH ST LLC,1303 TENNY AV WAUKESHA,253,TRUE
N054765,NEW LAND INVESTMENTS LLC,1840 N FARWELL AV A MILWAUKEE,507,FALSE
F066302,4619 HOWELL AVENUE LLC,PO BOX 841 MUSKEGO,2350,TRUE
B102335,BE LEGENDARY ENTERPRISE LLC,6661 W MILL RD MILWAUKEE,1737,FALSE
G063846,GK 3534 APARTMENTS LLC,PO BOX 170492 MILWAUKEE,2237,TRUE
W076809,WAUKESHA EXTRA LLC,PO BOX 1602 MILWAUKEE,2229,FALSE
B102400,BLACK JEDI LLC,4230 N OAKLAND AV 224 MILWAUKEE,1309,TRUE
F066329,4967-69 N 51 LLC,2310 W LAGOON CT MEQUON,697,TRUE
T090698,2HOMES LLC,3121 N 37TH ST MILWAUKEE,984,TRUE
T090712,2574 MURRAY LLC,10402 N HADDONSTONE PL MEQUON,61,TRUE
M115862,M D L EXPRESS LLC,6210 W GREENFIELD AV WEST ALLIS,1684,FALSE
M115882,MLG/PF ENGLISH STATION INVESTMENT LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
W076832,WIRE MANAGEMENT LLC,6825 W BROWN DEER RD 241454 MILWAUKEE,1759,FALSE
C113253,CESAME STREET CHILD DEVELOPMENT CENTER LLC,4861 N TEUTONIA AV MILWAUKEE,1436,FALSE
H069086,HONEY CREEK PARTNERS LLC,2027 N 72ND ST WAUWATOSA,594,TRUE
C113268,COMFYIST LLC,2139 VALLEY CT B GRAFTON,636,FALSE
T090780,3008 N 29TH LLC,8735 W ARDEN PL MILWAUKEE,1978,TRUE
B102462,BLUEMOUND RD LLC,N4W22540 BLUEMOUND RD WAUKESHA,2134,FALSE
N054822,9640 MANAGEMENT LLC,1105 ROLLING GREEN DR WAUKESHA,112,FALSE
G063904,GREAT LAKES GROUP LLC,914 W MONTANA ST A MILWAUKEE,2017,TRUE
D069547,DLJ TRANSIT LLC,116 W AUER AV MILWAUKEE,159,FALSE
F066409,FORTUNE PROPERTIES OF WI LLC,1300 PERRY AV 81202 RACINE,248,TRUE
M103027,LUCENT COMMUNICATIONS LLC,2914 N RICHARDS ST MILWAUKEE,910,TRUE
T090844,2H CAPITAL LLC,9611 W FORRESTER CT MEQUON,2066,TRUE
M115949,MAS CHIDOS LLC,2855 S 13TH ST MILWAUKEE,893,FALSE
F066420,4959-61 N 51 LLC,2310 W LAGOON CT MEQUON,697,TRUE
S134326,S&R INVESTORS LLC,412 JONES AV FORT ATKINSON,1277,TRUE
E058261,E & L LOVES FAMILY 2 LLC,6122 N 76TH ST MILWAUKEE,1664,TRUE
A097423,AUDI ESTATES LLC,6055 S ROBERT AV CUDAHY,1644,TRUE
N054850,NICHOLS REALESTATE LLC,7355 N CASSIE AV MILWAUKEE,1829,TRUE
D069525,D BOND ENTERPRISES LLC,4935 N 88TH ST MILWAUKEE,1453,TRUE
T090912,2534-2536 CRAMER ST LLC,N56W39334 WISCONSIN AV OCONOMOWOC,2142,TRUE
W076892,WORTHWHILE INVESTMENTS LLC,3755 S 84TH ST MILWAUKEE,1165,TRUE
T090916,2322 N 53RD LLC,3900 W BROWN DEER RD SUITE 113 BROWN DEER,1201,TRUE
C113398,CBJ 2972 N 37TH LIMITED LIABILITY COMPANY,8102 S 36TH ST FRANKLIN,1903,FALSE
D069603,DAKSH CONSULTING LLC,19660 BRADON TRL W BROOKFIELD,566,FALSE
H069172,H SEVEN INVESTMENTS LLC,1226 N 30TH ST MILWAUKEE,194,TRUE
G063959,GOOD VIBES PROPERTIES LLC,1735 CEDAR SAUK RD SAUKVILLE,466,TRUE
P081284,PR L3 LLC,3510 N OAKLAND AV 210 SHOREWOOD,1115,FALSE
J054630,JRB REAL PROPERTY LLC,7632 N BEACH DR FOX POINT,1847,TRUE
A097476,AMBER ACRES LLC,1103 LAKEFIELD RD GRAFTON,111,FALSE
F066473,5901 BELOIT LLC,8796 W CALLAWAY CT FRANKLIN,1980,FALSE
B102646,BEAN AND SON LLC,3954 S HOWELL AV MILWAUKEE,1228,FALSE
O038992,1909 OZ HOLDINGS LLC,700 S WATER ST MILWAUKEE,1779,FALSE
B102654,BIG BIRD INVESTMENTS LLC,700 S WATER ST MILWAUKEE,1779,FALSE
W076944,WFB HOLDINGS LLC,12970 W BLUEMOUND RD 103 ELM GROVE,245,FALSE
H069220,H&J PROPERTIES HOLDING LLC,9611 W FORRESTER CT MEQUON,2066,TRUE
L070834,LEEBECK HOLDINGS LLC,1532 W CAPITOL DR MILWAUKEE,374,FALSE
P081293,PERSONAL TRAINING TODAY LLC,313 W GRAND AV PORT WASHINGTON,989,FALSE
T091095,THE WORLD IS YOURS LLC,W157N6742 TAMARACK TRL MENOMONEE FALLS,2426,FALSE
M116152,MLG/LF HARTVIEW LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
E058347,EDGERTON PLAZA LAUNDRY LLC,4864 S 10TH ST MILWAUKEE,1437,FALSE
S134572,S 14TH ST LLC,W209S10466 VALERIE DR MUSKEGO,2443,TRUE
Q006282,QN REAL ESTATE LLC,5260 N MOHAWK AV GLENDALE,1518,FALSE
W076972,WESTERN INDUSTRIAL LLC,138 BUNTROCK AV THIENSVILLE,303,FALSE
P081384,PLEASANT VALLEY HOLDINGS LLC,2139 VALLEY CT B GRAFTON,636,FALSE
R079283,ROSE COUNSELING LLC,3021 N PIERCE ST MILWAUKEE,956,FALSE
A097643,ARTISAN 1106 LLC,3056 SHAW CT MADISON,969,FALSE
P081407,PARK VIEW 204 LLC,3056 SHAW CT MADISON,969,FALSE
P081408,PROVIDENCE 3072 LLC,3056 SHAW CT MADISON,969,FALSE
P081409,PROVIDENCE 3082 LLC,3056 SHAW CT MADISON,969,FALSE
M116244,MLG/PF PARK AT MILANO INVESTMENT LLC,19000 W BLUEMOUND RD BROOKFIELD,525,FALSE
D069755,DEICAPI MANAGEMENT LLC,PO BOX 11823 SHOREWOOD,2216,TRUE
O039055,1320 ORCHARD LLC,1345 N JEFFERSON ST 179 MILWAUKEE,278,TRUE
W077027,WIEGAND OPPORTUNITY FUND LLC,624 N 24TH ST MILWAUKEE,1687,FALSE
S134701,SUNSET REAL ESTATE GROUP LLC,5634 WIND DANCER CT SHEBOYGAN,1580,TRUE
S134704,SP FRONTDESK V LLC,6174 WASHINGTON CR WAUWATOSA,1677,FALSE
D069778,DUE FIGLIE LLC,830 N 15TH ST MILWAUKEE,1930,FALSE
W077055,WESLEY KUGLER LLC,714 WALNUT ST SOUTH MILWAUKEE,1799,TRUE
M116316,MORAN MOVING LLC,1848 STEEPLE DR EAST TROY,513,FALSE
M116346,MK CONSULTING & DESIGN LLC,18495 W BURLEIGH RD BROOKFIELD,514,FALSE
B102947,BKW INVESTMENTS LLC,11607 W GILBERT AV WAUWATOSA,160,TRUE
G064161,GOLDHOMESFC LLC,1846 N 71ST ST WAUWATOSA,511,FALSE
N055027,959 N MAYFAIR LLC,1200 N MAYFAIR RD 410 MILWAUKEE,176,FALSE
T091408,THIRD STREET MARKET HALL OPCO LLC,275 W WISCONSIN AV SUITE 5 MILWAUKEE,857,FALSE
T083684,THE FIRM-YOUR REAL ESTATE CONCIERGE LLC,11303 N PORT WASHINGTON RD MEQUON,137,FALSE
C113763,CE COLLECTIVE LLC,3356 S PENNSYLVANIA AV MILWAUKEE,1074,FALSE
R079446,RG CHARYO LLC,4812 W LLOYD ST MILWAUKEE,1425,TRUE
T091435,T R STOTTS INVESTMENTS LLC,PO BOX 250865 MILWAUKEE,2274,TRUE
P081574,POWER OF PAWNS INCORPORATED,19660 BRADON TRL W BROOKFIELD,566,FALSE
W077110,WOVEN DREAMS LLC,3900 W BROWN DEER RD SUITE A MILWAUKEE,1204,FALSE
J054860,JJD WI HOLDINGS LLC,1454 BARTON AV WEST BEND,335,FALSE
E058498,EDIAMONDWORLD LLC,9660 W FOUNTAIN AV MILWAUKEE,2069,FALSE
R079473,ROCK PLACE AIRBNB LLC,7822 ROGER RD EAGLE RIVER,1868,FALSE
