wdfi_address_raw,wdfi_address,standardized
"7048 N NAVAJO AVENUE, GOOD HOPE RD, GLENDALE, WI 53217","7048 NAVAJO AVE, MILWAUKEE, WI 53217",TRUE
"705 SUNNYSLOPE RD, ELM GROVE, WI 53122","705 SUNNYSLOPE RD, ELM GROVE, WI 53122",TRUE
"705 SUNNYSLOPE RD, ELM GROVE, WI 53122-2465","705 SUNNYSLOPE RD, ELM GROVE, WI 53122",TRUE
"705 SUNNYSLOPE RD., ELM GROVE, WI 53122-2465","705 SUNNYSLOPE RD, ELM GROVE, WI 53122",TRUE
"707 E CHAMBERS ST, MILWAUKEE, WI 53212-2540","707 CHAMBERS ST, MILWAUKEE, WI 53212",TRUE
"7086 FALLS RD E, BOYNTON BEACH, FL 33437-6317","7086 FALLS RD, BOYNTON BEACH, FL 33437",TRUE
"7086 FALLS ROAD EAST, BOYNTON BEACH, FL 33437","7086 FALLS RD, BOYNTON BEACH, FL 33437",TRUE
"710 N PLANKINTON AVE, STE 1200, MILWAUKEE, WI 53203-2418","710 PLANKINTON AVE, STE 1200, MILWAUKEE, WI 53203",TRUE
"710 N PLANKINTON AVE, STE 300, MILWAUKEE, WI 53203-2404","710 PLANKINTON AVE, STE 300, MILWAUKEE, WI 53203",TRUE
"7102 S. WOELFEL RD, FRANKLIN, WI 53132","7102 WOELFEL RD, FRANKLIN, WI 53132",TRUE
"711 S 20TH ST, MILWAUKEE, WI 53204-1142","711 20TH ST, MILWAUKEE, WI 53204",TRUE
"712 N MILWAUKEE ST, MILWAUKEE, WI 53202-4404","712 MILWAUKEE ST, MILWAUKEE, WI 53202",TRUE
"7120 W GOOD HOPE RD, MILWAUKEE, WI 53223-4611","7120 GOOD HOPE RD, MILWAUKEE, WI 53223",TRUE
"7131 FARSUND ALLE, WIND LAKE, WI 53185-2184","7131 FARSUND ALLE, WATERFORD, WI 53185",TRUE
"7133 W NORTH AVE., MILWAUKEE, WI 53213","7133 NORTH AVE, MILWAUKEE, WI 53213",TRUE
"7133 W NORTH AVE., WAUWATOSA, WI 53213","7133 NORTH AVE, MILWAUKEE, WI 53213",TRUE
"7141 N 43RD ST, MILWAUKEE, WI 53209-2220","7141 43RD ST, MILWAUKEE, WI 53209",TRUE
"7167 S KARRINGTON DR, FRANKLIN, WI 53132-1977","7167 KARRINGTON DR, FRANKLIN, WI 53132",TRUE
"7170 W BURLEIGH ST, MILWAUKEE, WI 53210-1116","7170 BURLEIGH ST, MILWAUKEE, WI 53210",TRUE
"718 RANDOM LAKE RD, RANDOM LAKE, WI 53075-1649","718 RANDOM LAKE RD, RANDOM LAKE, WI 53075",TRUE
"72 KASSING DRIVE, FAIRVIEW HEIGHTS, IL 62208","72 KASSING DR, FAIRVIEW HEIGHTS, IL 62208",TRUE
"7209 W. LIMA ST, MILWAUKEE, WI 53223","7209 LIMA ST, MILWAUKEE, WI 53223",TRUE
"7209 W. Lima st, Milwaukee, WI 53223","7209 LIMA ST, MILWAUKEE, WI 53223",TRUE
"7213 US HIGHWAY 41, CALEDONIA, WI 53108","7213 US-41, CALEDONIA, WI 53108",TRUE
"7213 US HIGHWAY 41, CALEDONIA, WI 53108-9520","7213 US-41, CALEDONIA, WI 53108",TRUE
"722 E BURLEIGH ST, MILWAUKEE, WI 53212-2104","722 BURLEIGH ST, MILWAUKEE, WI 53212",TRUE
"722 E. MARKET STREET, SUITE 102-V7, LEESBURG, VA 20176","722 MARKET ST, STE 102, LEESBURG, VA 20176",TRUE
"722 S 5TH ST, MILWAUKEE, WI 53204-1705","722 5TH ST, MILWAUKEE, WI 53204",TRUE
"723 N 53RD ST, APT 5, MILWAUKEE, WI 53208-3000","723 53RD ST, APT 5, MILWAUKEE, WI 53208",TRUE
"723 N 53RD ST, MILWAUKEE, WI 53208-3000","723 53RD ST, MILWAUKEE, WI 53208",TRUE
"724 N DR.MARTIN LUTHER KING DRIVE, MILWAUKEE, WI 53203","724 MARTIN LUTHER KING JR DR, MILWAUKEE, WI 53203",TRUE
"724 N DR.MARTIN LUTHER KING DRIVE, MILWAUKEE, WISCONSIN 53203","724 MARTIN LUTHER KING JR DR, MILWAUKEE, WI 53203",TRUE
"7240 W GOOD HOPE RD, MILWAUKEE, WI 53223","7240 GOOD HOPE RD, MILWAUKEE, WI 53223",TRUE
"725 W FRESHWATER WAY, UNIT 206, MILWAUKEE, WI 53204","725 FRESHWATER WAY, APT 206, MILWAUKEE, WI 53204",TRUE
"728 OTTER CREEK TRL, ALTOONA, WI 54720-5007","728 OTTER CREEK TRL, ALTOONA, WI 54720",TRUE
"7300 W STATE ST APT 104, WAUWATOSA, WI 53213","7300 STATE ST, APT 104, MILWAUKEE, WI 53213",TRUE
"731 N JACKSON ST STE 700, MILWAUKEE, WI 53202-4697","731 JACKSON ST, STE 700, MILWAUKEE, WI 53202",TRUE
"731 N. JACKSON STREET, SUITE 900, MILWAUKEE, WI 53202","731 JACKSON ST, STE 900, MILWAUKEE, WI 53202",TRUE
"7311 N GRANVILLE RD, MILWAUKEE, WI 53224-3943","7311 GRANVILLE RD, MILWAUKEE, WI 53224",TRUE
"7311 W BURLEIGH ST, APT MILWAUKEE, MILWAUKEE, WI 53210-1070","7311 BURLEIGH ST, MILWAUKEE, WI 53210",TRUE
"7324 N CROSSWAY RD, FOX POINT, WI 53217","7324 CROSSWAY RD, MILWAUKEE, WI 53217",TRUE
"7326 W HERON POND DR, MEQUON, WI 53092-1961","7326 HERON POND DR, MEQUON, WI 53092",TRUE
"7326 WEST HERON POND DRIVE, APT, SUITE, FLOOR, ETC., MEQUON, WI 53092","7326 HERON POND DR, FL ETC, MEQUON, WI 53092",TRUE
"7330 N 76TH ST, MILWAUKEE, WI 53223","7330 76TH ST, MILWAUKEE, WI 53223",TRUE
"735 E CENTER ST, MILWAUKEE, WI 53212-2944","735 CENTER ST, MILWAUKEE, WI 53212",TRUE
"735 N WATER ST, STE 1400, MILWAUKEE, WI 53202-4106","735 WATER ST, STE 1400, MILWAUKEE, WI 53202",TRUE
"735 N WATER STREET STE 1400, STE 1400, MILWAUKEE, WI 53202","735 WATER ST, STE 1400, MILWAUKEE, WI 53202",TRUE
"740 PILGRIM PARKWAY, SUITE 206, ELM GROVE, WI 53122","740 PILGRIM PKWY, STE 206, ELM GROVE, WI 53122",TRUE
"740 PILGRIM PARKWAY, SUITE 206, STE 206, ELM GROVE, WI 53122","740 PILGRIM PKWY, STE 206, ELM GROVE, WI 53122",TRUE
"7400 W BROWN DEER ROAD, MILWAUKEE, WI 53223","7400 BROWN DEER RD, MILWAUKEE, WI 53223",TRUE
"7400 W IMPERIAL DR, FRANKLIN, WI 53132-9031","7400 IMPERIAL DR, FRANKLIN, WI 53132",TRUE
"7401 W BROWN DEER RD, MILWAUKEE, WI 53223-2005","7401 BROWN DEER RD, MILWAUKEE, WI 53223",TRUE
"7401 W. BROWN DEER RD, MILWAUKEE, WI 53223","7401 BROWN DEER RD, MILWAUKEE, WI 53223",TRUE
"7410 N TEUTONIA AVE, MILWAUKEE, WI 53209","7410 TEUTONIA AVE, MILWAUKEE, WI 53209",TRUE
"7411 W NORTH AVE, WAUWATOSA, WI 53213-1714","7411 NORTH AVE, MILWAUKEE, WI 53213",TRUE
"7425 N LOMBARDY RD, FOX POINT, WI 53217","7425 LOMBARDY RD, MILWAUKEE, WI 53217",TRUE
"7425 N. LOMBARDY RD, MILWAUKEE, WI 53217","7425 LOMBARDY RD, MILWAUKEE, WI 53217",TRUE
"7425 N. LOMBARDY RD., MILWAUKEE, WI 53217","7425 LOMBARDY RD, MILWAUKEE, WI 53217",TRUE
"7425 N. Lombardy Rd, Milwaukee, wi 53217","7425 LOMBARDY RD, MILWAUKEE, WI 53217",TRUE
"7455 N CROSSWAY RD, FOX POINT, WI 53217-3545","7455 CROSSWAY RD, MILWAUKEE, WI 53217",TRUE
"7460 N TEUTONIA AVE, MILWAUKEE, WI 53209-2008","7460 TEUTONIA AVE, MILWAUKEE, WI 53209",TRUE
"7463 N 38TH ST, MILWAUKEE, WI 53209-1971","7463 38TH ST, MILWAUKEE, WI 53209",TRUE
"748 S STUART RD., RACINE, WI 53406","748 STUART RD, MOUNT PLEASANT, WI 53406",TRUE
"7500 N GRANVILLE RD, MILWAUKEE, WI 53224","7500 GRANVILLE RD, MILWAUKEE, WI 53224",TRUE
"752 COTTAGE AVE E, SAINT PAUL, MN 55106","752 COTTAGE AVE, SAINT PAUL, MN 55106",TRUE
"7522 W VIENNA CT, MILWAUKEE, WI 53216-1924","7522 VIENNA CT, MILWAUKEE, WI 53216",TRUE
"7526 W APPLETON AVE, MILWAUKEE, WI 53216","7526 APPLETON AVE, MILWAUKEE, WI 53216",TRUE
"7529 N MOHAWK RD, FOX POINT, WI 53217-3459","7529 MOHAWK RD, MILWAUKEE, WI 53217",TRUE
"7529 N MOHAWK RD, MILWAUKEE, WI 53217-3459","7529 MOHAWK RD, MILWAUKEE, WI 53217",TRUE
"757 N. BROADWAY, STE. 300, MILWAUKEE, WI 53202","757 BROADWAY, STE 300, MILWAUKEE, WI 53202",TRUE
"757 N. BROADWAY, SUITE 300, MILWAUKEE, WI 53202","757 BROADWAY, STE 300, MILWAUKEE, WI 53202",TRUE
"759 N MILWAUKEE ST, STE 203, MILWAUKEE, WI 53202","759 MILWAUKEE ST, STE 203, MILWAUKEE, WI 53202",TRUE
"7611 HARWOOD AVE, WAUWATOSA, WI 53213-2668","7611 HARWOOD AVE, MILWAUKEE, WI 53213",TRUE
"7611 PARKVIEW RD, GREENDALE, WI 53129","7611 PARKVIEW RD, GREENDALE, WI 53129",TRUE
"7611 S. SANCTUARY RD, FRANKLIN, WI 53132","7611 SANCTUARY RD, FRANKLIN, WI 53132",TRUE
"7625 W APPLETON AVE, MILWAUKEE, WI 53222-2007","7625 APPLETON AVE, MILWAUKEE, WI 53222",TRUE
"7625 W APPLETON AVENUE, UPPER UNIT, MILWAUKEE, WI 53222","7625 APPLETON AVE, MILWAUKEE, WI 53222",TRUE
"7625 W SUNNYVALE RD, MEQUON, WI 53097-3240","7625 SUNNYVALE RD, MEQUON, WI 53097",TRUE
"7627 S SANCTUARY RD, FRANKLIN, WI 53132","7627 SANCTUARY RD, FRANKLIN, WI 53132",TRUE
"7640 ABILENE HILLS AVENUE, LAS VEGAS, NV 89178","7640 ABILENE HILLS AVE, LAS VEGAS, NV 89178",TRUE
"7645 MICHNA RD, RACINE, WI 53402","7645 MICHNA RD, CALEDONIA, WI 53402",TRUE
"7645 MICHNA RD, RACINE, WI 53402-1050","7645 MICHNA RD, CALEDONIA, WI 53402",TRUE
"7645 MICHNA ROAD, RACINE, WI 53402","7645 MICHNA RD, CALEDONIA, WI 53402",TRUE
"7659 NORTH LONGVIEW DRIVE, GLENDALE, WI 53209","7659 LONGVIEW DR, MILWAUKEE, WI 53209",TRUE
"7670 NORTH PORT WASHINGTON RD, SUITE 104, FOX POINT, WI 53217","7670 PORT WASHINGTON RD, STE 104, MILWAUKEE, WI 53217",TRUE
"7700 W BLUEMOUND RD, WAUWATOSA, WI 53213-3440","7700 BLUEMOUND RD, MILWAUKEE, WI 53213",TRUE
"7709 W BELOIT ROAD, WEST ALLIS, WI 53219","7709 BELOIT RD, MILWAUKEE, WI 53219",TRUE
"7709 W Beloit Road, West Allis, WI 53219","7709 BELOIT RD, MILWAUKEE, WI 53219",TRUE
"7710 N BOYD WAY, FOX POINT, WI 53217-3209","7710 BOYD WAY, MILWAUKEE, WI 53217",TRUE
"7710 W CASPER ST, MILWAUKEE, WI 53223-5630","7710 CASPER ST, MILWAUKEE, WI 53223",TRUE
"7710 W. CASPER ST., MILWAUKEE, WI 53223","7710 CASPER ST, MILWAUKEE, WI 53223",TRUE
"7724 W NATIONAL AVE, WEST ALLIS, WI 53214-4657","7724 NATIONAL AVE, MILWAUKEE, WI 53214",TRUE
"7726 WINEGARD RD, 2ND FLOOR, ORLANDO, WI 32809","7726 WINEGARD RD, FL 2, ORLANDO, FL 32809",TRUE
"773 N VAN BUREN ST, MILWAUKEE, WI 532029665","773 VAN BUREN ST, MILWAUKEE, WI 53202",TRUE
"777 N JEFFERSON ST STE 408, PMB 1582, MILWAUKEE, WI 53202","777 JEFFERSON ST, STE 408, MILWAUKEE, WI 53202",TRUE
"777 N JEFFERSON ST, STE 408 PMB 10, MILWAUKEE, WI 53202","777 JEFFERSON ST, STE 408, MILWAUKEE, WI 53202",TRUE
"777 N Jefferson St, STE 408, PMB 1160, Milwaukee, WI 53202","777 JEFFERSON ST, STE 408, MILWAUKEE, WI 53202",TRUE
"777 N Jefferson St, Ste 408 PMB 10, Milwaukee, WI 53202","777 JEFFERSON ST, STE 408, MILWAUKEE, WI 53202",TRUE
"7813 W PUETZ RD, FRANKLIN, WI 53132-9678","7813 PUETZ RD, FRANKLIN, WI 53132",TRUE
"7820 W. FLORIST AVENUE, MILWAUKEE, WI 53218","7820 FLORIST AVE, MILWAUKEE, WI 53218",TRUE
"7836 N FAULKNER RD, MILWAUKEE, WI 53224","7836 FAULKNER RD, MILWAUKEE, WI 53224",TRUE
"7861 N FAIRCHILD RD, FOX POINT, WI 53217","7861 FAIRCHILD RD, MILWAUKEE, WI 53217",TRUE
"788 N JEFFERSON ST, STE 800, MILWAUKEE, WI 53202-3700","788 JEFFERSON ST, STE 800, MILWAUKEE, WI 53202",TRUE
"7901 W GLENBROOK RD, MILWAUKEE, WI 53223-1053","7901 GLENBROOK RD, MILWAUKEE, WI 53223",TRUE
"7913 MEHRING RD, WATERFORD, WI 53185-1943","7913 MEHRING RD, WATERFORD, WI 53185",TRUE
"7946 N FAIRCHILD RD, FOX POINT, WI 53217-3120","7946 FAIRCHILD RD, MILWAUKEE, WI 53217",TRUE
"800 PALISADE AVE, APT 23C, FORT LEE, NJ 07024","800 PALISADE AVE, APT 23C, FORT LEE, NJ 07024",TRUE
"8020 EXCELSIOR DR, STE 200, MADISON, WI 53717","8020 EXCELSIOR DR, STE 200, MADISON, WI 53717",TRUE
"8020 EXCELSIOR DR. STE. 200, SUITE 200, MADISON, WI 53717","8020 EXCELSIOR DR, STE 200, MADISON, WI 53717",TRUE
"8021 W TOWER AVE, MILWAUKEE, WI 53223","8021 TOWER AVE, MILWAUKEE, WI 53223",TRUE
"8021 W TOWER AVENUE, TOWER AVE, MILWAUKEE, WI 53223","8021 TOWER AVE, MILWAUKEE, WI 53223",TRUE
"803 N CASS ST, MILWAUKEE, WI 53202-3908","803 CASS ST, MILWAUKEE, WI 53202",TRUE
"8039 N WHITNEY RD, FOX POINT, WI 53217-2751","8039 WHITNEY RD, MILWAUKEE, WI 53217",TRUE
"8040 EXCELSIOR DRIVE, SUITE 400, MADISON, WI 53717","8040 EXCELSIOR DR, STE 400, MADISON, WI 53717",TRUE
"8050 BARONY WOODS, PITTSFORD, NY 14534","8050 BARONY WOODS, PITTSFORD, NY 14534",TRUE
"8050 BARONY WOODS, PITTSFORD, NY 14534-4164","8050 BARONY WOODS, PITTSFORD, NY 14534",TRUE
"8051 S 43RD ST, FRANKLIN, WI 53132","8051 43RD ST, FRANKLIN, WI 53132",TRUE
"806 GREENWOOD ST, EVANSTON, IL 60201","806 GREENWOOD ST, EVANSTON, IL 60201",TRUE
"806 GREENWOOD ST, EVANSTON, IL 60201-4312","806 GREENWOOD ST, EVANSTON, IL 60201",TRUE
"806 SOUTH 3RD ST, MILWAUKEE, WI 53204","806 3RD ST, MILWAUKEE, WI 53204",TRUE
"8065 S 20TH ST, OAK CREEK, WI 53154-2701","8065 20TH ST, OAK CREEK, WI 53154",TRUE
"807 E SAUK RD, GRAFTON, WI 53024","807 SAUK RD, GRAFTON, WI 53024",TRUE
"809 N BROADWAY, MILWAUKEE, WI 53202-3617","809 BROADWAY, MILWAUKEE, WI 53202",TRUE
"809 WEST OAKWOOD ROAD, OAK CREEK, WI 53154","809 OAKWOOD RD, OAK CREEK, WI 53154",TRUE
"809 West Oakwood Road, Oak Creek, WI 53154","809 OAKWOOD RD, OAK CREEK, WI 53154",TRUE
"811 N 14TH ST, MILWAUKEE, WI 53233","811 14TH ST, MILWAUKEE, WI 53233",TRUE
"811 S 1ST ST, MILWAUKEE, WI 53204-1816","811 1ST ST, MILWAUKEE, WI 53204",TRUE
"812 LEATZOW RD, THREE LAKES, WI 54562-9313","812 LEATZOW RD, THREE LAKES, WI 54562",TRUE
"8134 S 58TH ST, FRANKLIN, WI 53132","8134 58TH ST, FRANKLIN, WI 53132",TRUE
"816 STAGECOACH TRL, MADISON, WI 53717-2738","816 STAGECOACH TRL, MADISON, WI 53717",TRUE
"8200 W BROWN DEER RD, BROWN DEER, WI, WI 53223","8200 BROWN DEER RD, MILWAUKEE, WI 53223",TRUE
"8200 W. Brown Deer Rd, Brown Deer, WI 53223","8200 BROWN DEER RD, MILWAUKEE, WI 53223",TRUE
"823 N 2ND ST, STE 104, MILWAUKEE, WI 53203-1819","823 2ND ST, STE 104, MILWAUKEE, WI 53203",TRUE
"8245 E BELL RD, UNIT 240, SCOTTSDALE, AZ 85260","8245 BELL RD, UNIT 240, SCOTTSDALE, AZ 85260",TRUE
"825 W PUETZ RD, OAK CREEK, WI 53154-7442","825 PUETZ RD, OAK CREEK, WI 53154",TRUE
"826 N PLANKINTON AVE., SUITE 600, MILWAUKEE, WI 53203","826 PLANKINTON AVE, FL 600, MILWAUKEE, WI 53203",TRUE
"830 N. 15th Street, Milwaukee, WI 53233","830 15TH ST, MILWAUKEE, WI 53233",TRUE
"8322 PORTLAND AVE, WAUWATOSA, WI 53213","8322 PORTLAND AVE, MILWAUKEE, WI 53213",TRUE
"8322 Portland Ave, Wauwatosa, WI 53213","8322 PORTLAND AVE, MILWAUKEE, WI 53213",TRUE
"833 E MICHIGAN ST, MILWAUKEE, WI 53202-5618","833 MICHIGAN ST, MILWAUKEE, WI 53202",TRUE
"833 E MICHIGAN ST, SUITE 1800, MILWAUKEE, WI 53202-5621","833 MICHIGAN ST, STE 1800, MILWAUKEE, WI 53202",TRUE
"833 E. MICHIGAN ST, STE 1800, MILWAUKEE, WI 53202-5621","833 MICHIGAN ST, STE 1800, MILWAUKEE, WI 53202",TRUE
"833 E. MICHIGAN ST, STE. 1800, MILWAUKEE, WI 53202","833 MICHIGAN ST, STE 1800, MILWAUKEE, WI 53202",TRUE
"833 E. MICHIGAN ST, STE. 1800, STE 1800, MILWAUKEE, WI 53202","833 MICHIGAN ST, STE 1800, MILWAUKEE, WI 53202",TRUE
"833 E. MICHIGAN ST., STE. 1800, MILWAUKEE, WI 53202","833 MICHIGAN ST, STE 1800, MILWAUKEE, WI 53202",TRUE
"833 E. MICHIGAN ST., SUITE 1800, MILWAUKEE, WI 53202","833 MICHIGAN ST, STE 1800, MILWAUKEE, WI 53202",TRUE
"833 E. Michigan St., Ste. 1800, Milwaukee, WI 53202","833 MICHIGAN ST, STE 1800, MILWAUKEE, WI 53202",TRUE
"833 EAST MICHIGAN ST, STE 1800, MILWAUKEE, WI 53202-5621","833 MICHIGAN ST, STE 1800, MILWAUKEE, WI 53202",TRUE
"833 EAST MICHIGAN STREET, SUITE 1800, MILWAUKEE, WI 53202","833 MICHIGAN ST, STE 1800, MILWAUKEE, WI 53202",TRUE
"8345 NW 66TH ST, APT D5514, MIAMI, FL 33166-2696","8345 66TH ST, APT D5514, MIAMI, FL 33166",TRUE
"8345 W EDGERTON AVE, GREENDALE, WI 53129-1025","8345 EDGERTON AVE, GREENDALE, WI 53129",TRUE
"835 E GROVELAND DR, OAK CREEK, WI 53154-3360","835 GROVELAND DR, OAK CREEK, WI 53154",TRUE
"839 N JEFFERSON ST, STE 200, MILWAUKEE, WI 53202-3733","839 JEFFERSON ST, STE 200, MILWAUKEE, WI 53202",TRUE
"840 W. RYAN ROAD, P.O. BOX 307, OAK CREEK, WI 53154","840 RYAN RD 307, OAK CREEK, WI 53154",TRUE
"840 WEST RYAN ROAD, PO BOX 307, OAK CREEK, WI 53154","840 RYAN RD 307, OAK CREEK, WI 53154",TRUE
"844 CRIGLAS RD, WALES, WI 53183","844 CRIGLAS RD, WALES, WI 53183",TRUE
"844 CRIGLAS RD, WALES, WI 53183-9786","844 CRIGLAS RD, WALES, WI 53183",TRUE
"8440 N PORT WASHINGTON RD, FOX POINT, WI 53217-2231","8440 PORT WASHINGTON RD, MILWAUKEE, WI 53217",TRUE
"8440 N PORT WASHINGTON RD, MILWAUKEE, WI 53217","8440 PORT WASHINGTON RD, MILWAUKEE, WI 53217",TRUE
"8440 N PORT WASHINGTON RD, MILWAUKEE, WI 53217-2231","8440 PORT WASHINGTON RD, MILWAUKEE, WI 53217",TRUE
"8440 N. PORT WASHINGTON RD., FOX POINT, WI 53217","8440 PORT WASHINGTON RD, MILWAUKEE, WI 53217",TRUE
"845 S. MAIN ST. #100, STE 100, FOND DU LAC, WI 54934","845 MAIN ST, STE 100, FOND DU LAC, WI 54935",TRUE
"845 S. MAIN STREET, SUITE 100, STE 100, FOND DU LAC, WI 54935","845 MAIN ST, STE 100, FOND DU LAC, WI 54935",TRUE
"8500 W DENVER AVE, MILWAUKEE, WI 53224-4815","8500 DENVER AVE, MILWAUKEE, WI 53224",TRUE
"8538 N 107TH ST, MILWAUKEE, WI 53224","8538 107TH ST, MILWAUKEE, WI 53224",TRUE
"8605 W TUPELO ST, MILWAUKEE, WI 53224-4129","8605 TUPELO ST, MILWAUKEE, WI 53224",TRUE
"8618 W LAPHAM STREET, WEST ALLIS, WI 53214","8618 LAPHAM ST, MILWAUKEE, WI 53214",TRUE
"8618 W Lapham Street, West Allis, WI 53214","8618 LAPHAM ST, MILWAUKEE, WI 53214",TRUE
"8620 N PORT WASHINGTON RD, APT 308, FOX POINT, WI 53217-2205","8620 PORT WASHINGTON RD, APT 308, MILWAUKEE, WI 53217",TRUE
"8621 W OLIVE ST, MILWAUKEE, WI 53222-1749","8621 OLIVE ST, MILWAUKEE, WI 53222",TRUE
"8626 W KEEFE AVE, MILWAUKEE, WI 53222-2822","8626 KEEFE AVE, MILWAUKEE, WI 53222",TRUE
"8660 N 107TH ST, MILWAUKEE, WI 53224","8660 107TH ST, MILWAUKEE, WI 53224",TRUE
"8660 N PORT WASHINGTON RD, APT APT109, FOX POINT, WI 53217-2238","8660 PORT WASHINGTON RD, APT 109, MILWAUKEE, WI 53217",TRUE
"8660 N PORT WASHINGTON RD, APT109, FOX POINT, WI 53217-2238","8660 PORT WASHINGTON RD, APT 109, MILWAUKEE, WI 53217",TRUE
"8661 W BROWN DEER RD, MILWAUKEE, WI 53224","8661 BROWN DEER RD, MILWAUKEE, WI 53224",TRUE
"8663 N 66TH ST, MILWAUKEE, WI 53223","8663 66TH ST, MILWAUKEE, WI 53223",TRUE
"8665 N RIVER RD, RIVER HILLS, WI 53217-2023","8665 RIVER RD, MILWAUKEE, WI 53217",TRUE
"8677 W BOTTSFORD AVE, GREENFIELD, WI 53228-2837","8677 BOTTSFORD AVE, MILWAUKEE, WI 53228",TRUE
"8740 S. COUNTRY DR, OAK CREEK, WI 53154","8740 COUNTRY DR, OAK CREEK, WI 53154",TRUE
"8800 W BLUEMOUND RD, MILWAUKEE, WI 53226-4626","8800 BLUE MOUND RD, MILWAUKEE, WI 53226",TRUE
"881 ALMA REAL DR STE 213, PACIFIC PALISADES, CA 90272","881 ALMA REAL DR, STE 213, PACIFIC PALISADES, CA 90272",TRUE
"8816 KAEHLERS MILL RD, CEDARBURG, WI 53012-9759","8816 KAEHLERS MILL RD, CEDARBURG, WI 53012",TRUE
"8817 W HOWARD AVE, GREENFIELD, WI 53228","8817 HOWARD AVE, MILWAUKEE, WI 53228",TRUE
"8830 - 8832 W HAMPTON AVE, MILWAUKEE, WI 53225","8832 HAMPTON AVE, MILWAUKEE, WI 53225",TRUE
"8882 N GREEN BROOK CT, BROWN DEER, WI 53223","8882 GREEN BROOK CT, MILWAUKEE, WI 53223",TRUE
"8900 W BLUEMOUND RD, SUITE 200, WAUWATOSA, WI 53226","8900 BLUEMOUND RD, STE 200, MILWAUKEE, WI 53226",TRUE
"8919 N. REGENT ROAD, BAYSIDE, WI 53217","8919 REGENT RD, MILWAUKEE, WI 53217",TRUE
"8950 ARROW RTE, APT 164, RANCHO CUCAMONGA, CA 91730-4447","8950 ARROW RTE, APT 164, RANCHO CUCAMONGA, CA 91730",TRUE
"8950 N. FIELDING ROAD, BAYSIDE, WI 53217","8950 FIELDING RD, MILWAUKEE, WI 53217",TRUE
"8999 West 64th Place, Arvada, CO 80004","8999 64TH PL, ARVADA, CO 80004",TRUE
"9 HICKORY RD, BRAINTREE, MA 02184","9 HICKORY RD, BRAINTREE, MA 02184",TRUE
"901 S WHITNEY WAY, MADISON, WI 53711","901 WHITNEY WAY, MADISON, WI 53711",TRUE
"901 S. 70th St., West Allis, WI 53214","901 70TH ST, MILWAUKEE, WI 53214",TRUE
"901 S. Whitney Way, Madison, WI 53711","901 WHITNEY WAY, MADISON, WI 53711",TRUE
"901 SOUTH WHITNEY WAY, MADISON, WI 53711","901 WHITNEY WAY, MADISON, WI 53711",TRUE
"9015 W APPLETON AVE, MILWAUKEE, WI 53225","9015 APPLETON AVE, MILWAUKEE, WI 53225",TRUE
"9015 W Appleton Ave, Milwaukee, WI 53225","9015 APPLETON AVE, MILWAUKEE, WI 53225",TRUE
"902 E CENTER ST, MILWAUKEE, WI 53212-3050","902 CENTER ST, MILWAUKEE, WI 53212",TRUE
"902 ROYSTER OAKS DR, STE 105, MADISON, WI 53714-9101","902 ROYSTER OAKS DR, STE 105, MADISON, WI 53714",FALSE
"902 ROYSTER OAKS DR., STE 105, MADISON, WI 53714-9101","902 ROYSTER OAKS DR., STE 105, MADISON, WI 53714",FALSE
"9042 BRANDYBROOK TRL, BROWN DEER, WI 53223","9042 BRANDYBROOK TRL, MILWAUKEE, WI 53223",TRUE
"907 S 1ST ST, MILWAUKEE, WI 53204-1818","907 1ST ST, MILWAUKEE, WI 53204",TRUE
"910 BUSINESS PARK DR, WISCONSIN DELLS, WI 53965-9456","910 BUSINESS PARK RD, WISCONSIN DELLS, WI 53965",TRUE
"9105 RIVERWOODS DR, PO BOX 240282, MILWAUKEE, WI 53224","9105 RIVERWOODS DR 240282, MILWAUKEE, WI 53224",TRUE
"911 N STUDEBAKER RD, LONG BEACH, CA 90815","911 STUDEBAKER RD, LONG BEACH, CA 90815",TRUE
"9120 WILDFLOWER CT, HALES CORNERS, WI 53130-1679","9120 WILDFLOWER CT, HALES CORNERS, WI 53130",TRUE
"9135 WEST LISBON AVE, MILWAUKEE, WI 53222","9135 LISBON AVE, MILWAUKEE, WI 53222",TRUE
"9135 West Lisbon, Milwaukee, WI 53222","9135 LISBON AVE, MILWAUKEE, WI 53222",TRUE
"914 17TH AVE, GRAFTON, WI 53024-1611","914 17TH AVE, GRAFTON, WI 53024",TRUE
"9154 BRANDYBROOK TRL, MILWAUKEE, WI 53223","9154 BRANDYBROOK TRL, MILWAUKEE, WI 53223",TRUE
"9154 BRANDYBROOK TRL, MILWAUKEE, WISCONSIN 53223","9154 BRANDYBROOK TRL, MILWAUKEE, WI 53223",TRUE
"916 S CESAR E CHAVEZ DR, MILWAUKEE, WI 53204","916 CESAR E CHAVEZ DR, MILWAUKEE, WI 53204",TRUE
"9161 N. FIELDING RD., BAYSIDE, WI 53217","9161 FIELDING RD, MILWAUKEE, WI 53217",TRUE
"9191 N FIELDING RD, BAYSIDE, WI 53217","9191 FIELDING RD, MILWAUKEE, WI 53217",TRUE
"9200 BRANDYBROOK TRL, BROWN DEER, WI 53223-2180","9200 BRANDYBROOK TRL, MILWAUKEE, WI 53223",TRUE
"9205 WEST CENTER STREET, SUITE 211, MILWAUKEE, WI 53222","9205 CENTER ST, STE 211, MILWAUKEE, WI 53222",TRUE
